explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,7.944302342366427e-05,2.789518293866422e-05,2.378103818045929e-05,1.6180953025468625e-05,8.796126166998874e-06,1.9731953216250986e-05,2.113784103130456e-05,2.3086657165549695e-05,1.0816707799676806e-05,0.0002970221685245633,0.007408026605844498,0.03812151402235031,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.351336272316985e-05,5.64034708077088e-05,0.00014385518443305045,0.00010142709652427584,8.039616659516469e-05,0.00020118310931138694,0.00014911068137735128,0.0005851267487742007,0.0008531472412869334,0.004793996922671795,0.010117830708622932,0.019108030945062637,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00012018860434181988,0.00012989106471650302,0.00018488378555048257,0.0006204511737450957,0.0025510231498628855,0.005404827184975147,0.001962322276085615,0.011172572150826454,0.006571839563548565,0.03704081475734711,0.013163493014872074,0.01777762360870838,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.3269918528967537e-05,3.828622357104905e-05,8.174842514563352e-05,0.00015318114310503006,0.00016789739311207086,0.0003566517261788249,0.0006560261826962233,0.00026764627546072006,0.0003594011359382421,0.0006426560576073825,0.00042612917604856193,0.00047421775525435805,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,5.828807843499817e-05,0.00015258020721375942,0.0002949153713416308,0.0002029368915827945,0.00045994477113708854,0.00045095550012774765,0.0011531674535945058,0.0025271286722272635,0.02263438142836094,0.08440844714641571,0.14112301170825958,0.24844145774841309,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,6.73316972097382e-05,5.9451071138028055e-05,0.00019892638374585658,0.000513057631906122,0.0007301319856196642,0.0011950968764722347,0.0008662888430990279,0.0042454395443201065,0.019303450360894203,0.029957670718431473,0.11821985989809036,0.05039358139038086,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,5.770264760940336e-05,2.8337444746284746e-05,4.472180444281548e-05,0.00014518701937049627,8.656602585688233e-05,2.0676141502917744e-05,2.021496584347915e-05,7.077795453369617e-05,0.00023224108736030757,0.0016919865738600492,0.0013241034466773272,0.00018748843285720795,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,6.31925868219696e-05,0.00010985701374011114,0.0002118219854310155,0.0003497571451589465,0.0003191727737430483,0.0004586866998579353,0.0006405733292922378,0.0012857419205829501,0.0008426152053289115,0.00679808808490634,0.0011101450072601438,0.003973348997533321,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.7017218851833604e-05,4.964592517353594e-05,5.838035576744005e-05,5.37076557520777e-05,0.00013975882029626518,0.00029442404047586024,0.008843162097036839,0.004398687276989222,0.054696839302778244,0.5202265977859497,0.8330236077308655,0.9662761092185974,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0002452857734169811,0.0009018516284413636,0.0006392701179720461,0.0009463332244195044,0.0012023973977193236,0.0036808669101446867,0.003457718063145876,0.005129213910549879,0.025455666705965996,0.06933902204036713,0.031679313629865646,0.061756525188684464,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,5.351746585802175e-05,9.200499334838241e-05,0.0002702136116567999,0.00047826184891164303,0.0008030788158066571,0.0015321687096729875,0.005151272285729647,0.00802750326693058,0.008122445084154606,0.010992695577442646,0.030241480097174644,0.028880244120955467,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,2.0217508790665306e-05,0.0001030133935273625,0.000495472748298198,0.0003309331659693271,0.00021723684039898217,0.0003876546397805214,0.0005353977903723717,0.0009468652424402535,0.0011369838612154126,0.011694224551320076,0.03003728576004505,0.11901315301656723,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,6.549726094817743e-05,6.517766450997442e-05,6.536496948683634e-05,0.00010810203093569726,6.874455721117556e-05,0.000317912083119154,0.0005416696658357978,0.0006508497172035277,0.0014374603051692247,0.00617265934124589,0.008764995262026787,0.012392111122608185,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,2.1173624190851115e-05,6.019481224939227e-05,8.552649524062872e-05,0.00010482169454917312,0.00023002886155154556,0.0005912779597565532,0.0007148488657549024,0.0033300381619483232,0.009228791110217571,0.03036530874669552,0.044242389500141144,0.03658081218600273,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,4.2055668018292636e-05,0.00011083621211582795,0.000608023488894105,0.0036116575356572866,0.001470508985221386,0.007023833692073822,0.06186828389763832,0.13778844475746155,0.25788557529449463,0.8467186093330383,0.9613154530525208,0.915725588798523,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,3.867353007080965e-05,8.653104305267334e-05,0.0004382453334983438,0.00202627619728446,8.357740443898365e-05,0.0013389011146500707,0.006504063960164785,0.006884963717311621,0.013000587932765484,0.18815544247627258,0.49488508701324463,0.5599719882011414,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.00012093055556761101,0.00045346561819314957,0.0005924694123677909,0.0011565625900402665,0.002208688762038946,0.0025370733346790075,0.001822279067710042,0.006997885648161173,0.004225120414048433,0.01742357574403286,0.016739288344979286,0.12859691679477692,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.0001125633207266219,4.054969394928776e-05,0.00011931977496715263,7.64762080507353e-05,0.00010507198021514341,0.0002906844310928136,0.0021562001202255487,0.00327109033241868,0.03776063397526741,0.05261164531111717,0.15581341087818146,0.25432491302490234,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,2.8763672162313014e-05,9.093182598007843e-05,0.00032934790942817926,0.0002762070798780769,0.00029838253976777196,0.0008820017101243138,0.002257569693028927,0.006574378814548254,0.008519040420651436,0.21369239687919617,0.49894610047340393,0.6416594982147217,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.00010634741192916408,0.0039447396993637085,0.0030446043238043785,0.005899038165807724,0.011261876672506332,0.023260990157723427,0.050830595195293427,0.017366059124469757,0.02720458060503006,0.013140031136572361,0.01422794908285141,0.03376065567135811,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,6.71084999339655e-05,0.00010806998034240678,0.0002052799827652052,0.00024386111181229353,0.0005486353184096515,0.00037941389018669724,0.001397055690176785,0.0018548178486526012,0.006433043163269758,0.010597584769129753,0.014000583440065384,0.043559957295656204,0.0006663365056738257,0.011069848202168941
