explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,7.372788240900263e-05,8.042635272431653e-06,1.4700628526043147e-05,1.3350542076295824e-06,4.047262791573303e-07,6.397815013770014e-06,1.5854988077990129e-06,1.5312177765736124e-06,6.979907851700773e-08,1.898557798085676e-06,0.00025485700462013483,0.00036603500484488904,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,6.013103757140925e-06,2.5925051886588335e-05,0.00013451575068756938,5.680743561242707e-05,1.3063741789665073e-05,3.4670225431909785e-05,2.2456155420513824e-05,0.00011392973829060793,0.00022561656078323722,0.002049063565209508,0.006432415917515755,0.010134554468095303,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.0001429695257684216,0.00022305923630483449,0.0003419882559683174,0.0011218443978577852,0.003584442427381873,0.0018876007525250316,0.0003261813544668257,0.003651966340839863,0.0007035770104266703,0.007072881329804659,0.0004370171809569001,0.0004940968356095254,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,7.989738151081838e-06,2.223182855232153e-05,0.00010203473357250914,0.0009609565022401512,0.0005179535946808755,0.0010582086397334933,0.0022198264487087727,3.5630553611554205e-05,2.5681854822323658e-05,4.154739144723862e-06,4.0104068830260076e-06,2.1355552348722995e-07,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00013456204032991081,9.734545164974406e-05,0.0004726068291347474,0.00012028051423840225,0.00011089393956353888,4.29275787610095e-05,0.00020118163956794888,0.0005511372582986951,0.0013840926112607121,0.0025923391804099083,0.0058156889863312244,0.014175573363900185,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.8711225240840577e-05,2.781632065307349e-05,0.00015740325034130365,0.000494539737701416,0.0005085607408545911,0.0006093570264056325,0.00010165945423068479,0.0006546573131345212,0.003461121115833521,0.001289262785576284,0.023402972146868706,0.002028056187555194,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,2.5221024770871736e-05,3.237161081415252e-06,1.1442461982369423e-05,1.9880391846527345e-05,2.930469418060966e-05,8.167833698280447e-07,4.484917326408322e-09,7.3434684111362e-08,8.339388841704931e-06,7.343351899180561e-05,2.393926024524262e-06,3.095756540005823e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,2.5404346160939895e-05,4.690752030001022e-05,0.00013188122829888016,0.0003259641525801271,0.00023318573948927224,9.583022620063275e-05,0.00015022918523754925,0.00021416413073893636,4.592711047735065e-05,0.0006748121813870966,4.879442485616892e-07,6.512211257359013e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.1399482900742441e-05,3.450552685535513e-05,5.412053724285215e-05,4.901425199932419e-05,0.00013277684047352523,0.00015161883493419737,0.01185142993927002,0.002317756414413452,0.027387669309973717,0.675342857837677,0.10251278430223465,0.0019642545375972986,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.00014080232358537614,0.0009976093424484134,0.00041306240018457174,0.0003906577476300299,0.00043695123167708516,0.000563573616091162,0.0007187666487880051,0.00021706201368942857,0.00030258955666795373,0.0006307054427452385,5.124854578753002e-05,0.0006498070433735847,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,1.6206786312977783e-05,2.368354398640804e-05,0.00010891009878832847,0.00015101820463314652,0.0006018875283189118,0.001927544828504324,0.018453272059559822,0.009555586613714695,0.0017423605313524604,0.00010728867346188053,0.0006711588357575238,0.00028248681337572634,0.04068177193403244,0.043853167444467545
