Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.275337524475617e-07,3.3192183764185756e-05,0.00011737446766346693,2.376676548010437e-06,4.006694211966533e-07,1.5970426829881035e-06,1.5528619769611396e-05,2.2367117708199657e-05,4.4033518520336656e-07,7.053074659779668e-05,1.7106900486396626e-05,1.3201004549046047e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,5.8723944817984375e-08,9.040331816478897e-10,2.8455513501057794e-09,2.507326568590429e-10,3.2227255586381176e-11,3.4278593297187854e-09,7.047373795643352e-10,4.3734178944987434e-08,1.1522931941954084e-08,1.7298706911361705e-09,8.488690306229785e-11,9.72135261179119e-10,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.563666228321381e-05,4.70711529487744e-05,5.144936494616559e-06,3.332837366087915e-07,1.2162560958373092e-09,1.3652486252624385e-08,2.2449103909139012e-08,1.577103958538828e-08,8.647582205867366e-09,5.634501309970119e-09,3.970569359412757e-11,3.2696909069152014e-10,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.5784034701482597e-07,1.2749941902256978e-07,7.577555943827363e-11,5.369678035549441e-10,2.6993937640718e-10,5.271455716382434e-09,2.261689502347508e-07,1.8873014369091834e-06,3.062682196741662e-08,1.7724912648731106e-09,9.549556700960693e-10,1.60636415280635e-09,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,2.228277651283861e-07,4.852136044064537e-07,2.780293755222374e-07,2.331987474235575e-07,1.4199460451891355e-07,3.260554706230323e-07,5.60755438527849e-07,1.4496974287681041e-08,9.270109679881955e-10,1.2249544434350668e-10,4.409715259612312e-09,1.0109981474215601e-07,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,5.865297794116486e-07,3.6259109492675634e-06,1.043055635818746e-05,5.12415340381267e-07,4.802683406524011e-07,1.8700269492910593e-06,2.807337864396686e-07,5.948974646230454e-08,7.088593889648109e-08,7.249218558769144e-09,7.078718861075473e-11,1.251870690444079e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,3.580435858907549e-08,4.753914595312381e-08,1.0821861184950876e-09,9.006919654552803e-10,3.3057785025006337e-14,2.3385027909331862e-14,2.4028953739957393e-12,1.9443916420523732e-13,2.4107077757087002e-14,2.569193204087652e-18,7.156899008706804e-15,3.131682738653774e-14,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,5.982215589028783e-05,1.6632380948067294e-06,1.277227568152739e-07,3.536868007358862e-07,3.2416604511809055e-08,9.311624360464066e-09,2.2254273979172012e-09,4.731232072785474e-10,5.593546736903932e-10,2.1621671120186647e-10,3.0545960205685674e-10,1.4198442954693746e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,7.500735059104424e-13,1.1281873213420113e-09,5.199544961254077e-11,4.014410765612597e-12,4.077615134434609e-09,2.2885691119967078e-09,5.75056441267513e-13,2.3080515363510523e-12,9.913925691669434e-14,1.3373176991315941e-21,1.0349046494071823e-24,1.0396594012283189e-21,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.1399294663760884e-07,1.841623409326587e-09,2.7502664590173254e-09,9.245101040278314e-08,6.1526847616733e-08,5.563385343521077e-07,3.225785576432827e-06,4.57439853107644e-07,4.1985359189311566e-07,7.106314825477966e-08,8.199362966365698e-09,3.2424363194394346e-09,4.707958964900172e-07,1.0843669770110864e-05
