Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,3.2788830139907077e-07,1.2387681636027992e-05,1.7853242752607912e-05,5.508858066605171e-06,2.8347883471724344e-06,7.07250273990212e-06,1.9414459529798478e-05,8.491251355735585e-05,3.168742750858655e-06,0.0002834801853168756,0.00019583124958444387,0.00022663577692583203,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.1202075711480575e-06,7.843438964982852e-08,1.1532043231454736e-07,1.072203836827157e-08,1.3552844402298092e-09,1.6963582538664923e-08,1.3787409436361031e-08,4.994487312615092e-07,3.586590580084703e-08,6.699823806854965e-09,1.7343597391583643e-10,6.679412933863205e-08,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,0.0002548338088672608,5.0361562898615375e-05,2.0132618374191225e-05,2.162894134016824e-06,5.034935313119604e-08,3.1254847954187426e-07,5.748398166360857e-07,2.459927372910897e-07,1.1194862992169874e-07,2.174869173643401e-08,8.98081220501723e-10,5.948890020590625e-07,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,4.204145227504341e-07,2.6638284111868415e-07,5.7174878165255905e-09,8.36684588279013e-09,3.2824178930468406e-08,2.273142598596678e-07,2.90176467387937e-06,7.978918802109547e-06,3.5055617786383664e-07,1.7802558716084604e-07,7.777855870472195e-08,1.5065653542478685e-06,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,5.592801244347356e-07,1.1761480891436804e-06,9.516865588921064e-07,5.064181323177763e-07,6.616223231503682e-07,8.039868930609373e-07,1.210396362694155e-06,2.9328256800909003e-07,1.8016942604504038e-08,3.615019039671097e-08,1.074896999853081e-06,6.011283039697446e-05,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.7577079638140276e-05,7.457273022737354e-05,2.3361582861980423e-05,3.637678219092777e-06,6.239440608624136e-06,3.0791030440013856e-05,5.2839423005934805e-06,2.4830342226778157e-06,2.6218350512863253e-07,2.1402533079140085e-08,1.8307649840565432e-10,1.671207705555844e-08,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,4.101297434999651e-08,9.938664646824691e-08,1.539192773236664e-08,3.1873994998932176e-08,2.146803394775798e-11,3.278534735362548e-11,5.060651342425615e-10,3.492247879766097e-10,4.431033318041955e-11,6.286879654024413e-13,4.1771960890280013e-11,1.0848490994419535e-08,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00026940449606627226,4.267717940820148e-06,2.9408320187940262e-06,2.9053969683445757e-06,2.1808278916068957e-07,2.341703364550085e-08,3.001015969061882e-08,6.24789375791579e-09,1.6806197544738666e-09,3.1403861733281246e-09,4.9033364035722116e-09,1.3962704542791471e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.6151290027632825e-10,7.379628463866084e-09,6.371274618999223e-10,7.666890039503826e-11,1.138649441401185e-08,6.0956573122439295e-09,5.453827320311966e-11,1.264383597820995e-10,5.954234934962832e-12,9.138653357177672e-18,3.7151935748478986e-19,3.482002309572528e-15,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,5.179035156288592e-07,1.6474135833277614e-08,2.4038296686512695e-08,1.676645808856847e-07,1.6639675948226795e-07,3.815031050180551e-06,5.161243734619347e-06,1.1055973345719394e-06,1.517349687674141e-06,4.115076990274247e-07,7.91399088484468e-08,3.988324692727474e-07,4.707958964900172e-07,1.0843669770110864e-05
