Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.6407140890351002e-07,3.376858512638137e-05,0.00011639707372523844,3.030120979019557e-06,5.296235485729994e-07,2.2249200810620096e-06,2.0211145965731703e-05,3.228168498026207e-05,6.60063619761786e-07,9.90129992715083e-05,2.5624181944294833e-05,2.4256316464743577e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,8.868809686646273e-08,1.6784812428838336e-09,4.666562247734873e-09,3.771649659256582e-10,4.487692856214309e-11,4.086092797450647e-09,9.211085227889271e-10,5.6032707362874135e-08,1.298691909568106e-08,1.999363563598422e-09,7.587493827676539e-11,1.2233783985848845e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,2.3846789190429263e-05,5.8381352573633194e-05,6.732802376063773e-06,4.4613685190597607e-07,1.8368231380350153e-09,1.933287840927278e-08,3.235010481716927e-08,2.196437520751715e-08,1.3662782905043969e-08,7.181971461989178e-09,4.999020294937928e-11,6.519604855981243e-10,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,2.1194765054133313e-07,1.746920332834634e-07,1.7644651018056123e-10,9.727225691591457e-10,5.949338244271019e-10,8.316162869448362e-09,3.3172983648910304e-07,2.68558801508334e-06,5.2138521056122045e-08,4.164469658007874e-09,2.370851515109962e-09,6.2582974358349475e-09,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,2.7777181799137907e-07,6.312482696557709e-07,3.6844323858531425e-07,2.807790906445007e-07,2.2304870128664334e-07,3.9652175587434613e-07,7.201272751444776e-07,2.7624802001469106e-08,1.4805453529831425e-09,2.924642750201656e-10,1.3658342012945468e-08,4.03091434009184e-07,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.0508134664632962e-06,7.471887784049613e-06,1.457185953768203e-05,7.284741059265798e-07,6.16056809121801e-07,2.434005409668316e-06,3.735645179858693e-07,9.447096260828403e-08,8.276904850390565e-08,8.036208143380463e-09,7.542294566675878e-11,1.1540964017786592e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,4.331508307586773e-08,6.365537785768538e-08,1.445148223311321e-09,1.5002095121730008e-09,6.912075485544442e-14,5.97847644870711e-14,4.8970497795730594e-12,6.015967346680029e-13,5.494989025974818e-14,1.0098169632849384e-17,2.097991343098706e-14,2.2488028149705852e-13,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,9.476509876549244e-05,2.134678197762696e-06,2.4282670096908987e-07,5.458463192553609e-07,4.6974921730225105e-08,1.1450229209231111e-08,4.537362485734775e-09,8.339536838875006e-10,5.735434349674051e-10,3.2315358722279086e-10,4.562648314720974e-10,3.340499006299069e-07,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.4776759460141675e-12,1.5013443821487726e-09,7.293007170394716e-11,5.390978028568805e-12,4.577065393363e-09,2.587438263645936e-09,8.683103064691111e-13,3.650623640188977e-12,1.5754891423587492e-13,2.7625170779468036e-21,2.9646193512024423e-24,3.690366540399815e-21,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.6437824967852066e-07,2.6069584269095003e-09,4.4764241202699395e-09,1.100078037552521e-07,7.331520635034394e-08,6.672996164525102e-07,3.4052134196826955e-06,5.358506882657821e-07,5.212668270360155e-07,8.419382169222445e-08,9.765871666900239e-09,5.210505804598142e-09,4.707958964900172e-07,1.0843669770110864e-05
