Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.0122846560989274e-07,3.177916369168088e-05,0.00010922914952971041,1.9166182028129697e-06,3.2026187568590103e-07,1.2088707990187686e-06,1.230178077094024e-05,1.6520334611414e-05,3.099952721186128e-07,5.154569953447208e-05,1.1986628123850096e-05,7.572759841423249e-06,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,4.204632375603978e-08,5.57594193040245e-10,1.8922154954026382e-09,1.816555378342244e-10,2.514755417792891e-11,2.9826867642412935e-09,5.744091313708566e-10,3.5882184334923295e-08,1.0374399117552002e-08,1.5248045048821268e-09,9.487503144223197e-11,8.55200465998962e-10,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.1102897587988991e-05,3.7563597288681194e-05,4.112620445084758e-06,2.619076155951916e-07,8.748159974203418e-10,1.035713648178671e-08,1.6888639819967466e-08,1.2036489138722573e-08,5.9088161030729225e-09,4.360765082367379e-09,3.3480655747819554e-11,2.1967368202258086e-10,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.2081507350103493e-07,9.342149098756636e-08,3.729421979570269e-11,3.073453991309094e-10,1.404648758418503e-10,3.6906213640719443e-09,1.6460118956729275e-07,1.3703522654395783e-06,1.904451885081926e-08,8.430285358684841e-10,4.348043314283956e-10,4.845406853526413e-10,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.7689353626337834e-07,3.596647673020925e-07,2.050497158734288e-07,1.8993111439158383e-07,8.991379019107626e-08,2.6674928221837035e-07,4.1149010598928726e-07,8.178380639378702e-09,5.776986666816697e-10,5.31827082372871e-11,1.4998486896899976e-09,2.7631164911667838e-08,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,3.6643902490141045e-07,1.96490350390377e-06,7.569996796519263e-06,3.841948910121573e-07,3.97421871412007e-07,1.5261937278410187e-06,2.261066924802435e-07,4.100912320836869e-08,6.268277275012224e-08,6.755726644769311e-09,6.787573281208381e-11,1.5731008162767068e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,2.807540511184925e-08,3.6109057077737816e-08,8.667305206877529e-10,5.931821700499995e-10,1.8706253383858444e-14,1.1433344742695691e-14,1.3454275670995997e-12,7.912157121972227e-14,1.2818695080017359e-14,9.080894230135238e-19,2.9822657879449363e-15,6.410802319095589e-15,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,3.721682878676802e-05,1.2847372090618592e-06,7.004405233601574e-08,2.329954185142924e-07,2.2481533079599103e-08,7.725784456624751e-09,1.2286673900518963e-09,2.8673527441291924e-10,5.468688279997025e-10,1.511930025621666e-10,2.1350843315559587e-10,6.652312833921314e-08,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.400889104094058e-13,8.866828937748039e-10,3.971035653083099e-11,3.195682650794507e-12,3.734105469277438e-09,2.08176742511057e-09,4.2210733606357076e-13,1.6138686524322376e-12,6.874862956479308e-14,7.817086000050733e-22,4.798490509849357e-25,4.29780003971056e-22,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,8.434454912276124e-08,1.2830274620512228e-09,1.7436071475529502e-09,7.867662077387649e-08,5.363983390793692e-08,4.892614242635318e-07,3.0597154818678973e-06,4.021634367745719e-07,3.506885946080729e-07,6.210477465629083e-08,7.21265225323009e-09,2.2548316547243985e-09,4.707958964900172e-07,1.0843669770110864e-05
