Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.64240526348658e-07,2.8700709663098678e-05,7.378237205557525e-05,5.133304512128234e-06,1.1496284741951968e-06,5.049708306614775e-06,3.32774143316783e-05,7.93935832916759e-05,1.7001029846142046e-06,0.0002019323583226651,6.791848863940686e-05,8.798153430689126e-05,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,2.6929811269837955e-07,9.861111038844683e-09,1.7819937525587193e-08,1.2803096360869404e-09,1.3544484978034177e-10,6.905150229385981e-09,2.197367621192825e-09,1.187395071156061e-07,1.792068182737694e-08,2.928385534062272e-09,7.01243715872657e-11,3.699806683243878e-09,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,7.372290565399453e-05,7.223689317470416e-05,1.3125384612067137e-05,9.56071517066448e-07,6.169669219957541e-09,5.4188198816973454e-08,9.764660546807136e-08,5.5791321784681713e-08,4.1729901312237416e-08,1.10680664633378e-08,1.1819915879396348e-10,8.633155523796177e-09,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,3.758107141038636e-07,2.818327402565046e-07,1.2728377241089106e-09,3.122489378171167e-09,4.522267005313552e-09,3.174410423412155e-08,9.086978138839186e-07,5.581436653301353e-06,1.6538847091851494e-07,3.215020782931788e-08,1.9217889501987884e-08,1.1881518702239191e-07,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,4.098494912341266e-07,9.357135013488005e-07,6.083616312935192e-07,3.8713909589205286e-07,4.6231355099735083e-07,5.865388175152475e-07,9.66556740422675e-07,9.644917753348636e-08,3.921437841114539e-09,2.170527979572512e-09,1.1458129733910027e-07,6.291741101449588e-06,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,5.168747520656325e-06,3.734333222382702e-05,2.5299825210822746e-05,1.7878013522931724e-06,1.371741745970212e-06,5.639233222609619e-06,9.365458595311793e-07,3.508550037167879e-07,1.30471832449075e-07,1.1668212174242854e-08,9.360071051567331e-11,3.023465366958078e-10,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.1035623727102575e-08,1.0628793489786403e-07,3.5500016259959466e-09,5.887265341897319e-09,6.429350324702043e-13,9.616130591458272e-13,3.480050969617565e-11,1.1759337427419414e-11,7.124406858731447e-13,6.82892043999165e-16,4.2350433056281833e-13,3.760842332001246e-11,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00019944703672081232,3.216046025045216e-06,9.307386221735214e-07,1.3075507467874559e-06,1.0139509498685584e-07,1.7973361465806192e-08,1.974566465889893e-08,2.5840041217861653e-09,7.119911882291774e-10,8.082951530319349e-10,1.1273075806172983e-09,2.254175115012913e-06,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,1.0195281251179633e-11,3.0811879714320867e-09,1.843437624771127e-10,1.3524318817625947e-11,6.541940322790651e-09,3.730266318058284e-09,3.4057552784905187e-12,1.4633610295744504e-11,6.20560352236621e-13,3.313531083757429e-20,1.134097486910956e-22,3.35576214369647e-19,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,4.0038887050286576e-07,5.735923291894096e-09,1.1421477097428578e-08,1.5470563141661842e-07,1.1935019017528248e-07,1.2694398492385517e-06,3.896481757692527e-06,8.135924645102932e-07,9.032583534462901e-07,1.4082105792567745e-07,1.798142612585707e-08,2.3103281066028103e-08,4.707958964900172e-07,1.0843669770110864e-05
