Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.2835351387584524e-07,2.0803429379157024e-06,1.958642542376765e-06,1.486536120864912e-06,8.834387585920922e-07,1.438565959688276e-06,1.8360299236519495e-06,4.856537543673767e-06,1.0385136874901946e-06,5.591703302343376e-05,0.00010799612937262282,0.0001919327914947644,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,6.271631264098687e-06,2.72493508646221e-07,4.3811164118778834e-07,1.776938773900838e-07,3.614819377162348e-08,6.851102796190389e-08,1.7895274595502997e-07,1.6848621271492448e-06,1.7500218518762267e-07,7.130318380177414e-08,5.572436734269104e-09,5.203252840146888e-06,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,0.0003274971095379442,1.8570926840766333e-05,1.2333205631875899e-05,2.8925715014338493e-06,3.0869267675370793e-07,1.7447141544835176e-06,1.089562374545494e-06,1.2108771443308797e-06,2.466586863647535e-07,1.7654235762165627e-07,6.113769046578454e-08,4.582381006912328e-05,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.77860826511278e-07,1.259880519910439e-07,2.0676553802445596e-08,2.8285331410415893e-08,9.167242609464665e-08,5.96919278450514e-07,2.4040152766247047e-06,2.9538682611018885e-06,3.566129009868746e-07,1.909079543338521e-07,5.178186412990726e-08,7.678442671021912e-06,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.143725611058471e-07,1.332886654381582e-06,1.4824192930973368e-06,6.656022719653265e-07,7.502258085878566e-07,8.840676741783682e-07,9.435475476493593e-07,5.892768513149349e-07,1.9546381224699871e-07,1.5095890830707503e-06,1.546637031424325e-05,0.0002311341231688857,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,0.00010177784133702517,2.7173013222636655e-05,1.1573562005651183e-05,3.637788950072718e-06,1.0243989891023375e-05,0.0001572806213516742,1.3233886420493945e-05,6.131661393737886e-06,4.6156881694514595e-07,7.151216152578854e-08,5.916720891008254e-09,1.4266269317886326e-05,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.3283531608010435e-08,3.4183074149041204e-08,2.0202305606176196e-08,6.40639470361748e-08,8.581140797936371e-10,1.087312018199782e-09,5.118521162472689e-09,5.03801445006502e-09,7.703584992135859e-10,1.44073841745751e-09,9.261600375509715e-09,1.0393187039881013e-06,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00018847579485736787,5.726167273678584e-06,5.239084657659987e-06,5.853484708495671e-06,3.7390975649032043e-07,2.3045345187711064e-08,1.5501051109367836e-08,1.1657420806443497e-08,7.367712218098177e-09,2.4785681063121956e-08,5.854942131122698e-08,3.788035246543586e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,6.579001787798688e-09,2.0406849543519456e-08,3.6898206712265846e-09,1.2466165877356161e-09,1.0033612163340422e-08,3.90161947194656e-09,1.9517980565098014e-09,1.3037574353447212e-09,3.4946617821773884e-10,1.3831579111223125e-12,3.4279796883029956e-12,8.307094567783224e-09,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,1.2818404115932935e-07,4.172635925669965e-08,5.528918833874741e-08,1.19612977300676e-07,4.74338364142568e-08,5.364642561289656e-07,1.3066422752672224e-06,2.2732494642241363e-07,3.086995548073901e-07,8.396103112318087e-06,5.909798801440047e-06,6.021466469974257e-05,4.707958964900172e-07,1.0843669770110864e-05
