Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.4103692080880137e-07,7.040807759040035e-07,5.258976898403489e-07,5.903407327423338e-07,2.429841288176249e-07,5.808490186609561e-07,4.4025992451679485e-07,6.834260375399026e-07,4.737035226298758e-07,1.1248859664192423e-05,2.7848191166413017e-05,0.00011662498582154512,7.233590440591797e-05,0.00012331905600149184
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.501220503996592e-05,4.680074994212191e-07,4.576130834266223e-07,4.928703560835856e-07,1.913491729510497e-07,3.6832207683801244e-07,5.202775810175808e-07,6.191818897605117e-07,1.710104129415413e-07,1.4588945873583725e-07,8.038606580385022e-08,2.3732443878543563e-05,4.9751986807677895e-05,3.523608756950125e-05
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,0.00020863584359176457,9.370124644192401e-06,8.562026778236032e-06,3.521995949995471e-06,3.9915070715323964e-07,1.3058813692623517e-06,4.2926598098347313e-07,8.785258387433714e-07,2.573192432464566e-07,8.63574371123832e-07,1.1493846159282839e-06,0.00018313077453058213,0.0004968644352629781,0.00024908612249419093
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,8.705121246066483e-08,6.893729675994109e-08,4.3766227975083893e-08,6.729437984631659e-08,1.2959037576365517e-07,4.39005930275016e-07,9.327747534371156e-07,6.771537073291256e-07,2.7611159225671145e-07,2.242463352786217e-07,5.19036582602439e-08,1.356044776912313e-05,2.7184536520508118e-05,2.5828379875747487e-05
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,7.90870217315387e-07,1.4046125897948514e-06,1.8744344743026886e-06,7.83398888870579e-07,7.842255627110717e-07,8.778932283348695e-07,5.299693839333486e-07,4.229076182582503e-07,4.5407975335365336e-07,7.542721959907794e-06,4.291051300242543e-05,0.0003086540091317147,0.0002784242096822709,0.0002562694135122001
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,9.726288408273831e-05,1.2007746590825263e-05,7.760551852697972e-06,3.983977421739837e-06,2.3365703327726806e-06,1.9543911548680626e-05,3.039881676158984e-06,2.121075112881954e-06,4.428924569310766e-07,4.0686694546820945e-07,2.1893764312608255e-07,0.00015808174794074148,0.00048338607302866876,0.00022907227685209364
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,5.4489208700658764e-09,1.5991711066476455e-08,1.2013651407016823e-08,4.9970964255408035e-08,5.441988637500117e-09,8.111435079172225e-09,1.972206398193066e-08,1.372385316500413e-08,3.4303737628249564e-09,8.843204568620422e-08,1.274289473940371e-07,6.103692612668965e-06,2.7344822228769772e-05,8.209732186514884e-06
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00012960119056515396,6.922939519427018e-06,5.621116542897653e-06,8.223788427130785e-06,4.3426877027741284e-07,2.542053856302573e-08,1.1198007854318348e-08,1.554694684102742e-08,1.158650420052254e-08,5.243583700575982e-08,1.1375441744121417e-07,4.230974445817992e-05,4.6951470721978694e-05,5.9342204622225836e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,4.213591964230545e-08,4.400856923325591e-08,1.5978230294422247e-08,7.170205318374201e-09,3.6920841939291904e-09,1.9708952248009837e-09,4.429641098369075e-09,4.068881676033698e-09,6.008470165852486e-09,1.6745790532013416e-08,1.9184923871762294e-07,8.37149673316162e-06,0.0026908679865300655,1.1267959962424356e-05
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,4.9713850813759564e-08,6.65263542032335e-08,9.456035598987e-08,1.3003624133034464e-07,2.2130606680548226e-08,8.006612262079216e-08,1.4943250903343142e-07,3.7520905493693135e-08,2.3107073587880222e-08,1.009419634101505e-06,2.009973286476452e-06,2.5212220862158574e-05,4.707958964900172e-07,1.0843669770110864e-05
10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,1.1892354478959533e-07,2.1692810037166055e-07,2.019853440060615e-08,1.596732523978517e-08,2.772834051256723e-08,1.1081619177844004e-08,1.0948598827553724e-07,2.3767611878611206e-07,7.235826728901884e-07,7.798789738444611e-07,9.759714885149151e-07,4.7977948270272464e-05,0.0001903028169181198,4.937221092404798e-05
11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.013662812165421e-08,9.593622252168643e-08,8.756686042943329e-08,2.514640016215708e-07,2.2115534648037283e-07,3.433729318658152e-07,3.747849746105203e-07,4.94101470849273e-07,8.867355916208908e-08,6.379839305736823e-07,8.20403954548965e-07,3.7675239582313225e-05,3.4326938475714996e-05,7.732910307822749e-05
12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,1.2351326404314023e-05,1.2937947758473456e-05,1.0967104572046082e-05,2.3480853997170925e-05,8.85026474861661e-06,2.0837933334405534e-05,3.6763599382538814e-06,1.73803618963575e-06,2.3263005743956455e-07,3.333163363095082e-07,1.832706146842611e-07,9.271851740777493e-05,5.710366531275213e-05,0.00018027036276180297
13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,4.971371581063977e-08,6.65263542032335e-08,9.456035598987e-08,1.3003625554119935e-07,2.213064931311237e-08,8.006610840993744e-08,1.4943263693112385e-07,3.752089838826578e-08,2.3107068258809704e-08,1.009419634101505e-06,2.0099735138501273e-06,2.5212220862158574e-05,8.476534389956214e-07,1.0843669770110864e-05
14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,6.614015001105145e-05,2.7569019948714413e-05,8.833601896185428e-06,1.1786919458245393e-05,1.0419727004773449e-05,6.192746241140412e-06,7.314195954677416e-06,2.325785499124322e-05,2.8348936211841647e-06,1.2719458482024493e-06,3.5811740417557303e-07,0.00042481813579797745,0.002522627590224147,0.0007949296268634498
15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.038450591295259e-06,1.6828141724545276e-07,9.410602785919764e-08,1.0962857288632222e-07,1.61370081741552e-08,5.016855375572504e-09,1.900222379447314e-08,2.4595095737822703e-08,3.75326170143353e-09,8.060548062349682e-11,1.7227209936354626e-10,1.5266148238879396e-06,4.664736934500979e-06,5.212684300204273e-06
16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,8.278309451270616e-07,4.816461114387494e-07,2.1622145141009241e-07,2.094984523637322e-07,6.550647668746024e-08,3.726428232653234e-08,2.188994407958944e-08,3.325036956880467e-08,1.3416625144202499e-08,5.488093179906173e-08,2.0531122402189794e-07,6.444492464652285e-05,0.00011316976451780647,0.0001679572742432356
17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.00033274199813604355,5.252708797343075e-05,1.81238392542582e-05,1.967456773854792e-05,9.39025358093204e-06,1.0783609468489885e-05,1.5303694453905337e-06,2.048011083388701e-06,1.7184709122375352e-07,6.735434254778738e-08,3.874128751135686e-08,0.0002417820505797863,0.0015453097876161337,0.0006742554251104593
