Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,1.8317439753445797e-05,4.6234319484028674e-07,5.471555937219819e-07,3.0013731588951487e-07,2.3201732091138183e-08,5.667693017130659e-07,1.1710819762811298e-06,1.799940605451411e-07,4.2622896216926165e-06,3.0318028620968107e-06,2.8053423193341587e-06,4.4063466475563473e-07,1.873248379524739e-06,9.363487833979889e-07,6.8170338636264205e-06,3.1399831641465425e-06,0.000158873968757689,0.009326174855232239,0.004929741844534874,0.07136263698339462,0.10176160931587219,0.5146952271461487,0.09088614583015442,0.16767854988574982,0.9836587309837341,0.9651148915290833,0.9584159255027771,0.9006956219673157,0.02058589644730091,0.02077585458755493,0.010354897007346153,0.10258330404758453,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,4.766054217952842e-08,1.0862946737688617e-06,6.44853207631968e-05,7.435907605213288e-07,1.2070456989476952e-07,1.3000126273254864e-06,6.311874471975898e-07,1.30566638745222e-06,2.5109463308581326e-07,2.6329919364798116e-06,5.999551376589807e-06,1.004145360639086e-06,1.2319095787916012e-07,8.236373219006055e-07,6.06190178586985e-06,5.5732461987645365e-06,3.2578307127550943e-06,1.606882688065525e-05,4.866794915869832e-05,5.848160435562022e-05,2.5442352125537582e-05,7.32501721358858e-05,0.0005449139280244708,0.00023791308922227472,0.001751580974087119,0.001988005358725786,0.005675481632351875,0.007921317592263222,0.03661544248461723,0.16891443729400635,0.11826243251562119,0.0925060585141182,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.8872279383685964e-07,1.7126430975622497e-06,8.925198017095681e-06,5.514775693882257e-07,2.577127844460847e-08,7.926994840090629e-06,3.370379999978468e-06,3.3494001399958506e-05,2.4542128812754527e-05,1.5356716176029295e-05,6.053875040379353e-06,6.51075315545313e-05,1.6748757616369403e-06,3.7092908655722567e-07,5.523635536519578e-06,2.2844442355562933e-06,7.75476678427367e-07,1.0116777957591694e-06,8.676553079567384e-06,1.8934537138193264e-06,2.3037931896396913e-05,3.230728680136963e-06,1.3574380375303008e-07,6.154971856631164e-07,9.46454474615166e-06,2.253091679449426e-06,3.511776753839513e-07,1.846313182340964e-07,3.894668587633987e-09,2.396631115786363e-09,1.5659749408314383e-07,1.7749518974596867e-06,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,7.414793117277441e-07,3.090211976086721e-06,4.641948635253357e-06,9.475928095525887e-07,6.133154215604009e-07,4.575086677505169e-06,2.3376492208626587e-06,4.797843757842202e-06,4.181797521596309e-06,2.835366331055411e-06,9.135482628153113e-07,2.076644420867524e-07,7.513444870710373e-07,5.733299985877238e-07,2.929132051576744e-06,6.646088877459988e-06,1.4707948139403015e-06,2.3052600226947106e-05,0.00025748187908902764,7.283411832759157e-05,0.00022434609127230942,6.920938903931528e-05,4.9384936573915184e-05,0.00016251248598564416,1.2121745385229588e-06,9.43384748097742e-07,3.985868204381404e-07,1.2977152152870985e-07,3.4184381547675e-07,1.4180206164837728e-07,7.29732576587594e-08,1.9833393594126392e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,1.595751200511586e-05,2.1218351321294904e-05,3.470377805570024e-06,1.605934727422209e-07,1.1639845354238787e-07,9.971339750336483e-06,3.982361249654787e-06,1.039988001139136e-05,4.002577952633146e-06,2.522008799132891e-06,1.9847416297125164e-06,1.0857439747269382e-06,3.202730454177072e-07,2.101221980410628e-06,2.3431504814652726e-05,3.111927799182013e-05,6.864499027869897e-06,2.0508152374532074e-05,5.405847332440317e-05,0.00023995201627258211,0.00027891548234038055,0.001225134707055986,0.0016534640453755856,0.0005735867307521403,0.00617270078510046,0.0004688842745963484,0.00042834263877011836,0.000992144807241857,0.005364959593862295,0.07834004610776901,0.015932945534586906,0.05912246182560921,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,8.756764913186998e-08,8.312879799632356e-06,9.89245563687291e-07,5.974532513164377e-08,7.900583653963622e-08,4.118305696465541e-06,5.10970994582749e-06,2.0916235371259972e-05,5.188302111491794e-06,8.168811473296955e-05,0.00047934456961229444,9.136113658314571e-05,6.073607323742181e-07,9.543638589093462e-05,2.9269091101014055e-05,0.001097554573789239,0.00012020619033137336,0.00023467854771297425,2.5127777917077765e-05,4.437120151123963e-05,0.00016710322233848274,5.81203967158217e-05,3.821115751634352e-05,1.1547585927473847e-05,0.00011043512495234609,0.00010476626630406827,1.3056998795946129e-05,6.437054253183305e-05,1.4938565982447471e-05,2.10985144803999e-05,6.616062455577776e-05,2.4155840492312564e-06,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,1.4545737030857708e-05,1.149642685049912e-05,2.3320067157328594e-06,6.554117817358929e-07,9.55931454882375e-07,8.258282946371764e-07,2.9645502763742115e-07,7.519120117649436e-06,6.889993528602645e-05,2.636547606016393e-06,3.4697141018114053e-06,2.5232284883713874e-07,9.263865763387003e-08,1.550859849430708e-07,3.374840318315364e-08,1.4237996026622568e-07,1.3658975284158714e-08,7.68746630797068e-08,2.2314829095648747e-07,4.5184043528934126e-07,5.91182001130619e-08,2.2679176936435397e-07,1.0416471241114778e-06,1.1141270306325168e-06,2.7337139272276545e-06,5.343738962437783e-07,1.9539058939699316e-06,1.7426509657525457e-07,1.2072308663846343e-07,1.665949866946903e-07,1.406492913247348e-07,1.4998407493749255e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00014649560034740716,0.0001154488927568309,9.647275874158368e-06,2.510842568881344e-05,1.5688424355175812e-06,1.6837842849781737e-05,7.111392915248871e-05,4.006521066912683e-06,8.483279088977724e-06,4.414192517288029e-06,3.426396506256424e-05,4.361339961178601e-06,8.0668723967392e-06,1.1511679986142553e-05,0.00015116909344214946,3.915390607289737e-06,1.5458452253369614e-05,2.8843513064202853e-05,1.3783302392766927e-06,2.3301911369344452e-06,5.342276836017845e-06,7.425557555507112e-07,2.1015193851781078e-05,1.0736156355051207e-06,6.0890993154316675e-06,1.3385398460741271e-06,1.301674643627848e-07,1.8641538872543606e-06,9.180055826618627e-07,7.010216904745903e-07,1.3474555089487694e-06,1.2456777085390058e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.190472514485009e-06,9.60279862738389e-07,1.804955616080406e-07,4.652533789339941e-07,1.086382326320745e-07,1.0512900416870252e-06,3.4016466088360175e-06,1.3039493751421105e-05,3.185656396453851e-06,1.8364587504038354e-06,3.7251006688165944e-06,2.550884232732642e-07,5.785877021935448e-08,8.645299232057368e-08,3.512708701691736e-07,3.6464942354541563e-07,2.0533930182864424e-06,5.412748009803181e-07,2.2290448669082252e-06,7.101246410456952e-06,4.350260041974252e-06,9.312927431892604e-06,3.218522806491819e-06,1.440943151465035e-06,1.0974883934977697e-06,9.555343467582134e-07,7.719824566265743e-07,5.611635174318508e-07,1.9517590033046872e-07,3.3890730719576823e-06,2.473008407832822e-06,1.592818443896249e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,4.5081037569616456e-07,2.767758360278094e-07,1.522078719062847e-06,2.4125840354827233e-05,9.328390504492745e-09,1.80322923259979e-09,1.401719771365606e-07,8.353383691428462e-07,1.9493720628815936e-06,7.057270181576314e-07,1.1564864053070778e-06,1.5522909961873665e-06,4.639240614778828e-06,1.0177502190344967e-05,7.016403742454713e-07,3.243714630229988e-08,6.058312465029303e-07,4.252352709954721e-07,8.591641176280973e-07,8.621622100690729e-07,2.35373727264232e-06,5.234694526734529e-06,1.0006312550103758e-05,3.286937135271728e-05,9.588753891875967e-05,7.469793490599841e-05,0.00013692877837456763,0.00018932610691990703,0.000264449481619522,0.0003001652949023992,0.0007338583236560225,0.0005497021484188735,3.727771627382026e-06,4.274486127542332e-05
