explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.6782923163846135e-05,5.2985133152105846e-06,2.4576880264248757e-07,1.1473301242403977e-07,3.530808312390832e-09,1.300074217169822e-07,4.3800667981486185e-07,3.810618807165156e-07,8.083064528818795e-08,7.947532867547125e-05,0.0071830847300589085,0.02000797726213932,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0003059484006371349,0.0034618708305060863,0.002007915638387203,0.00016432067786809057,0.00017230480443686247,0.00018433168588671833,0.00010805724741658196,0.00021580606698989868,0.0007532080635428429,0.009803574532270432,0.005128122866153717,0.03130878135561943,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,3.953280611312948e-05,6.397893594112247e-05,4.968595749232918e-05,0.0004934050375595689,0.001984529895707965,0.001600656658411026,0.00039550845394842327,0.0006171370623633265,0.007699103094637394,0.23301920294761658,0.00773372408002615,0.018029114231467247,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,7.44271746953018e-05,0.0006425082683563232,0.00010426293010823429,0.00012656721810344607,0.0003766750160139054,0.0003043905599042773,0.00025466864462941885,3.6984856706112623e-06,1.0481493291081279e-06,1.0610397538357574e-07,1.1871469496327336e-06,1.5826857634237967e-05,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.366078090039082e-06,5.534759839065373e-05,0.00019902116036973894,0.00015408179024234414,8.469625754514709e-05,0.0001666977332206443,8.288254321087152e-05,0.005588425323367119,0.02131764031946659,0.0888986885547638,0.1518857181072235,0.24170097708702087,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.6145429526659427e-06,4.043544686282985e-05,0.0001822274352889508,0.0036891098134219646,0.003574158763512969,0.0031572473235428333,0.00784935150295496,0.016080176457762718,0.10499989986419678,0.12310689687728882,0.1648620069026947,0.03802330046892166,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.2740507315811556e-07,1.6308131733921982e-08,9.436826786668462e-08,6.870783977319661e-07,2.2356969964221207e-07,8.609777069068514e-08,2.156523848384495e-09,5.266257208091929e-09,7.772699746055878e-07,1.9760551367653534e-05,7.846126663935138e-07,3.20142021337233e-06,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.0624500646372326e-05,3.3946453186217695e-05,2.6590159905026667e-05,8.022203110158443e-05,7.593612281198148e-06,3.5119159292662516e-05,7.543522224295884e-05,4.77622561447788e-05,0.0001816231815610081,0.0003699866938404739,1.7533715208628564e-06,0.000597100704908371,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,2.7105766093882266e-06,5.43495079909917e-05,0.00010529232531553134,3.844853927148506e-05,0.00010065486276289448,0.0009300562087446451,0.007100134156644344,0.011161738075315952,0.3960619568824768,0.9298782348632812,0.9764497876167297,0.9497108459472656,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0053114378824830055,0.275829941034317,0.04353532940149307,0.04658832773566246,0.005355150438845158,0.0019425236387178302,0.0013107095146551728,0.002026497619226575,0.002262231893837452,0.008735097013413906,0.0026427768170833588,0.02453804947435856,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0001154059573309496,3.3794982300605625e-05,9.750842764333356e-06,5.11117723362986e-05,0.0019908605609089136,0.018886353820562363,0.20646995306015015,0.18454761803150177,0.07459697127342224,0.010423574596643448,0.032846059650182724,0.028538532555103302,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,6.96014637924236e-07,5.0215643568662927e-05,0.0005346397520042956,0.00032471877057105303,0.00023396493634209037,0.00032421646756120026,0.0005872464971616864,0.00031437654979526997,0.0009507864597253501,0.0022401390597224236,0.009730475023388863,0.0893210619688034,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,3.5568091334425844e-06,4.6788358076810255e-07,1.0353292964282446e-05,1.2943716683366802e-05,1.6132843256855267e-06,3.191913947375724e-06,5.433613478089683e-05,2.2998176063993014e-05,0.00029417130281217396,0.0036648802924901247,6.144132930785418e-05,0.001282143872231245,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.4564518835413764e-07,3.1540175768896006e-06,5.03048886457691e-06,1.66819772857707e-05,3.246559208491817e-05,0.0007590893656015396,7.828649540897459e-05,0.00031726574525237083,0.0024764258414506912,0.001522839185781777,0.0001365227362839505,0.0010930596617981791,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,7.679458846610032e-09,1.5289395378204063e-05,0.00012582569615915418,0.0008121590944938362,6.219168426468968e-05,0.00025465217186138034,0.08458465337753296,0.5855174660682678,0.47157129645347595,0.9839876890182495,0.9982538819313049,0.9696220755577087,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,4.188530056126183e-08,3.419628683332121e-06,4.894928133580834e-05,8.54051613714546e-05,7.380055535577412e-07,1.2224638339830562e-05,0.004688630811870098,0.05572707578539848,0.03037789836525917,0.7032736539840698,0.4808262288570404,0.14656226336956024,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,3.167434624629095e-05,8.541900024283677e-05,6.374967051669955e-05,0.00015752072795294225,0.00024367007426917553,0.0006037793355062604,0.00018478388665243983,2.034674253081903e-05,4.154364069108851e-05,0.00019319221610203385,0.0005399261717684567,0.00994967669248581,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,9.105043119461698e-08,5.93345532706735e-07,6.2905479580877e-07,1.1070928707113126e-07,6.119655040492944e-07,1.3793727475786e-06,0.0004184621502645314,4.1837411117739975e-05,0.0014838534407317638,0.003351847641170025,0.1989012211561203,0.3162323832511902,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,2.464633155341289e-07,2.6072823402500944e-06,4.397940210765228e-05,5.8893368986900896e-05,6.306393333943561e-05,0.0007661037379875779,0.0015248836716637015,0.0038620815612375736,0.003981029614806175,0.6755197048187256,0.14464311301708221,0.6399391889572144,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.0001835977891460061,0.44404342770576477,0.8091295957565308,0.5119940042495728,0.3948521912097931,0.17477959394454956,0.2164269983768463,0.04095540940761566,0.025206727907061577,0.002467335667461157,0.005992806516587734,0.00893158558756113,0.06934917718172073,0.08784747868776321
