explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.984959741705097e-05,4.366605026007164e-06,3.2334591537619417e-07,6.523897155830127e-08,1.729682619355799e-09,1.3077097094083e-07,6.190197154865018e-08,5.336644193221218e-08,3.3552787215285207e-09,2.5149702196358703e-06,0.0005059230024926364,0.001804462168365717,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,2.1935113181825727e-05,0.003889861050993204,0.0031187410932034254,0.00013234801008366048,6.656748882960528e-05,6.483695324277505e-05,4.8568796046311036e-05,0.00011667315266095102,0.00033278093906119466,0.0064643314108252525,0.003304486395791173,0.022974327206611633,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,6.032384044374339e-05,0.00014364896924234927,8.884570706868544e-05,0.0005776011967100203,0.0013806518400087953,0.0004249171179253608,5.148486161488108e-05,9.41091711865738e-05,0.0005910413456149399,0.014718773774802685,0.00013193149061407894,0.001849052612669766,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,2.8669950552284718e-05,0.000546201248653233,0.0002926174784079194,0.001503055333159864,0.002345186425372958,0.00037840602453798056,0.00032925998675636947,2.5744509457581444e-06,9.232184083884931e-07,3.117303748467748e-08,1.6102713118471002e-07,3.8119719647511374e-07,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,4.228037141729146e-06,4.1482380765955895e-05,0.00018751129391603172,0.00011688037920976058,3.6317636840976775e-05,4.253191946190782e-05,2.14675601455383e-05,0.0018553701229393482,0.005450263153761625,0.04303840547800064,0.05513421446084976,0.08482751995325089,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.603998839527776e-06,2.3784466975484975e-05,0.00020281293836887926,0.0023500986862927675,0.0017183892196044326,0.0010101282969117165,0.0023150204215198755,0.003360663540661335,0.029631232842803,0.010135446675121784,0.048435013741254807,0.008340989239513874,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,7.996500528406614e-08,2.152990674630928e-09,1.2455576126058077e-08,8.703756293471088e-08,6.905319338557092e-08,1.579875963386712e-08,5.520426130112277e-11,8.276924978734002e-11,4.065614334081147e-08,7.894933560237405e-07,2.0014018886627127e-08,5.695061844335214e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.1264615750405937e-05,4.1327755752718076e-05,2.9767397791147232e-05,0.00020360018243081868,1.1751561942219269e-05,2.192071042372845e-05,4.301353692426346e-05,1.4554605513694696e-05,3.6030240153195336e-05,0.00012727445573545992,4.6383709673136764e-07,0.00011946412269026041,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.7007635051413672e-06,4.6920573367970064e-05,0.00011246545182075351,4.617938611772843e-05,0.00010907633259193972,0.0007987705175764859,0.0053427633829414845,0.0068324413150548935,0.2649538815021515,0.8216654658317566,0.9260898232460022,0.13908085227012634,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.003828025422990322,0.18932482600212097,0.014489739201962948,0.012288222089409828,0.0015009589260444045,0.00026354839792475104,0.00018239396740682423,0.00019379488367121667,0.0002305964007973671,0.0002249388344353065,2.9258511858643033e-05,0.002827596152201295,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,1.811879155866336e-05,1.0216876944468822e-05,6.1517907852248754e-06,5.462812623591162e-05,0.0024928587954491377,0.03205443173646927,0.3484014868736267,0.17468592524528503,0.024269836023449898,0.0010169509332627058,0.0038512905593961477,0.0051201386377215385,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,7.151395919891002e-08,2.5112090952461585e-05,0.0008263139752671123,0.00022313532826956362,5.142259760759771e-05,5.437796426122077e-05,7.694706437177956e-05,2.6274761694367044e-05,4.446481034392491e-05,3.843279409920797e-05,0.00023491411411669105,0.006206896621733904,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,3.5231535093771527e-06,1.647273393245996e-07,9.647113984101452e-06,5.8713862927106675e-06,4.44002466792881e-07,3.539528279361548e-07,1.7591430150787346e-05,9.341566510556731e-06,7.312747766263783e-05,0.00095181172946468,4.1212763335352065e-07,7.615244612679817e-06,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,7.240436161737307e-08,2.206792260039947e-06,6.255557764234254e-06,3.741462205653079e-05,8.6572217696812e-05,0.0010871710255742073,8.898412488633767e-06,4.543387331068516e-05,0.0007749787182547152,1.4516074770654086e-05,5.885202085664787e-07,5.180754669709131e-06,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,2.2121569021038567e-09,1.06266415969003e-05,0.00019797244749497622,0.001786792534403503,2.4130693418555893e-05,0.00011885720596183091,0.08582468330860138,0.24829332530498505,0.21298716962337494,0.9027246832847595,0.9921047687530518,0.9382433891296387,0.0011133091757073998,0.3787842392921448
