explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,3.562140045687556e-05,4.141516910749488e-06,2.0166139336197375e-07,1.6024171145545552e-07,5.606519248857467e-09,1.0337893030509804e-07,9.381440122524509e-07,9.049847449205117e-07,6.036210038473655e-07,0.0005589910433627665,0.0229836143553257,0.049661364406347275,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0007228727918118238,0.0024800708051770926,0.0011139416601508856,0.00013218700769357383,0.00014852549065835774,0.00012805699952878058,0.0001109796212404035,0.00016764577594585717,0.0007876651943661273,0.009663053788244724,0.006418545730412006,0.03759698569774628,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,1.9070981579716317e-05,2.4853245122358203e-05,2.4899110940168612e-05,0.0002863649860955775,0.001979945693165064,0.0028522745706140995,0.0013617437798529863,0.002446760656312108,0.0356973335146904,0.740085244178772,0.14465837180614471,0.05898529291152954,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.00012623611837625504,0.00047701087896712124,3.904701952706091e-05,2.271719858981669e-05,5.344421151676215e-05,7.15046699042432e-05,7.459249172825366e-05,5.666469405696262e-06,1.7057208197002183e-06,4.3033057295360777e-07,4.120606718061026e-06,0.00014275360445026308,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,2.8754709546774393e-06,5.922281707171351e-05,0.00018625090888235718,0.0001666847529122606,0.00012815336231142282,0.0002710954286158085,0.00015366180741693825,0.007983893156051636,0.032675594091415405,0.11574751883745193,0.24055004119873047,0.3499356508255005,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.521259946457576e-06,3.877944982377812e-05,0.00011681173782562837,0.0033367134165018797,0.004566224757581949,0.004936133977025747,0.012971245683729649,0.02646685764193535,0.19226261973381042,0.2542369067668915,0.3189845681190491,0.08403107523918152,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.41011142318348e-07,3.704348117139489e-08,1.6704669292266772e-07,1.3081196357234148e-06,3.752161887859984e-07,2.1984452303058788e-07,2.596646275776493e-08,6.717248623999694e-08,4.977854132448556e-06,0.00014824203390162438,2.225763637397904e-05,6.775179645046592e-05,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,8.603736205259338e-06,2.2669122699880973e-05,2.370851689192932e-05,4.565572817227803e-05,5.839983259647852e-06,3.2395986636402085e-05,8.150318899424747e-05,8.50783399073407e-05,0.00041537793003953993,0.000881006068084389,7.674463631701656e-06,0.002086478052660823,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,3.2594891763437772e-06,5.422850517788902e-05,8.960460399976e-05,3.199818092980422e-05,9.272277384297922e-05,0.0009652389562688768,0.008416292257606983,0.014652471989393234,0.40289053320884705,0.9230359792709351,0.9694096446037292,0.9755606651306152,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.004956267308443785,0.2870083451271057,0.0643918514251709,0.07696832716464996,0.009731563739478588,0.005398608278483152,0.003868499770760536,0.007324001286178827,0.008123179897665977,0.057122595608234406,0.035663459450006485,0.06180300936102867,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0002476431254763156,6.299520464381203e-05,1.3276083336677402e-05,5.077527748653665e-05,0.001469145528972149,0.010860919021070004,0.10408762097358704,0.15937508642673492,0.11793594062328339,0.02659747749567032,0.0640631914138794,0.04792153835296631,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,2.204147904194542e-06,6.174325972096995e-05,0.00033100892324000597,0.0003337270754855126,0.0004187673330307007,0.0008794227032922208,0.002101458143442869,0.0014578760601580143,0.005880065727978945,0.021049940958619118,0.09336062520742416,0.2693522274494171,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,3.14005364998593e-06,6.796972797928902e-07,8.218336915888358e-06,1.3731808394368272e-05,2.9770189939881675e-06,1.1063928468502127e-05,0.00010141847451450303,4.002367131761275e-05,0.0007533011958003044,0.009991807863116264,0.0031157934572547674,0.019290877506136894,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.9416054897192225e-07,3.159817197229131e-06,3.6603212265617913e-06,8.664253982715309e-06,1.6696383681846783e-05,0.00040688482113182545,0.00021645733795594424,0.0008479604730382562,0.0038393153809010983,0.004524022340774536,0.005630842410027981,0.02225658670067787,0.011504310183227062,0.0543273463845253
