explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,4.563054972095415e-05,2.8868112167401705e-06,3.225731575184909e-07,4.197652003767871e-08,1.0585592402634347e-09,9.688404389862626e-08,2.5496552424897345e-08,1.9750952873209826e-08,7.872380525242306e-10,6.047693545951915e-07,0.00015908559726085514,0.0005469188909046352,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,8.311992132803425e-06,0.0034119959454983473,0.0028101017232984304,0.00010355150152463466,3.8027093978598714e-05,3.512369949021377e-05,3.3248790714424103e-05,7.372811523964629e-05,0.00021556367573793977,0.005184332374483347,0.002776840003207326,0.020337412133812904,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,5.604722537100315e-05,0.0001319714792771265,7.518831989727914e-05,0.00043182092485949397,0.0010815365239977837,0.00021645627566613257,2.3886825147201307e-05,4.727323539555073e-05,0.00021565926726907492,0.0057145413011312485,3.8111691537778825e-05,0.0007203735294751823,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.9467459424049594e-05,0.00044251911458559334,0.0002885676803998649,0.00213735387660563,0.002293105237185955,0.0003230827278457582,0.0003131344565190375,2.899916808019043e-06,1.08504980289581e-06,2.630706852357889e-08,6.999373880489657e-08,9.057615102392447e-08,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,4.494877885008464e-06,3.213042873539962e-05,0.0001592054613865912,9.72567213466391e-05,2.434294583508745e-05,1.9757495465455577e-05,1.0532063242862932e-05,0.0009980660397559404,0.001921630697324872,0.014678739942610264,0.02381107769906521,0.041807256639003754,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.5211001027637394e-06,1.4737035598955117e-05,0.00016119610518217087,0.0016662700800225139,0.0012122378684580326,0.0005654168198816478,0.0012687715934589505,0.001574801281094551,0.017795221880078316,0.0029402668587863445,0.02990322932600975,0.004540623631328344,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,5.789229717834132e-08,7.431297799342929e-10,4.348924331765147e-09,3.020721806024085e-08,3.9661983919359045e-08,7.565752468963183e-09,1.1653367507080681e-11,1.3609939564229734e-11,9.610150009109475e-09,2.704456392166321e-07,7.208489360976955e-09,1.662366067023413e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.0440687219670508e-05,3.181040665367618e-05,2.801518166961614e-05,0.0002690698893275112,1.3354217117012013e-05,1.5303909094654955e-05,3.0444822186836973e-05,8.62098386278376e-06,1.8170021576224826e-05,9.23329935176298e-05,3.4493064049456734e-07,7.284692401299253e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,1.2884480611319304e-06,4.0698603697819635e-05,0.00010590084275463596,4.674507363233715e-05,0.00010960380313917994,0.0007278584525920451,0.004785866942256689,0.00542314350605011,0.18056398630142212,0.6944210529327393,0.789358377456665,0.02255014330148697,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0028205541893839836,0.13614070415496826,0.007787218317389488,0.005618556402623653,0.0007766715134494007,0.00010400605242466554,7.753034878987819e-05,6.864219176350161e-05,9.189444972435012e-05,5.3006056987214833e-05,5.403957857197383e-06,0.001055454951710999,0.100090391933918,0.14716646075248718
