explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,5.105723539600149e-05,5.457587121782126e-06,2.9274312396410096e-07,8.896662961888069e-08,2.5225841415732475e-09,1.4667456582628802e-07,1.664788698008124e-07,1.5036816591873503e-07,1.558023576819778e-08,1.290999716729857e-05,0.0018314587650820613,0.006226707249879837,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,7.709434430580586e-05,0.003958100453019142,0.002855110913515091,0.0001588146114954725,0.00011699465540004894,0.00012066381168551743,7.323368481593207e-05,0.00017450551968067884,0.0005228411755524576,0.008127691224217415,0.004057496320456266,0.026513518765568733,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,5.562194201047532e-05,0.00011779494525399059,7.844519132049754e-05,0.0006206928519532084,0.0017067624721676111,0.0008454294875264168,0.00013077392941340804,0.0002149345527868718,0.0019282043213024735,0.050978370010852814,0.0007251344504766166,0.005459493491798639,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,4.496236942941323e-05,0.0006349838222377002,0.00021426408784464002,0.0005860181991010904,0.0014634064864367247,0.00041738009895198047,0.0003160759515594691,2.6581719794194214e-06,8.792976586846635e-07,4.6835982203674575e-08,4.0150331415134133e-07,2.1225873751973268e-06,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,3.833875780401286e-06,4.9476511776447296e-05,0.00020089447207283229,0.00013656893861480057,5.5272113968385383e-05,8.894601342035457e-05,4.315848491387442e-05,0.003367029596120119,0.012347551994025707,0.06861148029565811,0.09497208893299103,0.15165531635284424,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.6380793113057734e-06,3.387095421203412e-05,0.00021460528660099953,0.0031418486032634974,0.0024918101262301207,0.0018162969499826431,0.00431380420923233,0.00760510191321373,0.0539231114089489,0.03828008472919464,0.0855492651462555,0.017006611451506615,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.0549315732077957e-07,6.295378440768218e-09,3.7023824006610084e-08,2.589287930732098e-07,1.2423275563833158e-07,3.559418715326501e-08,2.99722829888438e-10,6.04895522560156e-10,1.7071354818654072e-07,3.2465218282595742e-06,8.675111473621655e-08,3.117507390015817e-07,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,1.1472901860543061e-05,4.2723047954495996e-05,2.8957130780327134e-05,0.00013396114809438586,9.673114618635736e-06,2.9942222681711428e-05,5.9320325817679986e-05,2.588178358564619e-05,7.838339661248028e-05,0.00019819028966594487,7.571335913780786e-07,0.00023558041721116751,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,2.1819664652866777e-06,5.173222234589048e-05,0.00011294563591945916,4.3388004996813834e-05,0.00010611318430164829,0.0008691737311892211,0.006089627277106047,0.008667625486850739,0.3436659574508667,0.8978195190429688,0.9670120477676392,0.6353253722190857,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.004790317267179489,0.24011698365211487,0.026072368025779724,0.025157984346151352,0.0028636609204113483,0.0007007018430158496,0.0004685721651185304,0.0005995103274472058,0.0006717896903865039,0.0012523973127827048,0.00022818418801762164,0.008265375159680843,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,4.7086177801247686e-05,1.858800715126563e-05,7.603729955008021e-06,5.260127363726497e-05,0.0023706196807324886,0.02681664191186428,0.294913649559021,0.18644601106643677,0.04277430474758148,0.0033085758332163095,0.012173501774668694,0.013383552432060242,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,2.2031697710644949e-07,3.6608184018405154e-05,0.0007171711185947061,0.00028349878266453743,0.0001109210352296941,0.00012753532791975886,0.00019572552992030978,8.198676368920133e-05,0.00019054042058996856,0.00027468233020044863,0.0013113637687638402,0.02339443750679493,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,3.6744258977705613e-06,2.935654208613414e-07,1.111995425162604e-05,9.468820280744694e-06,8.336326118296711e-07,9.80652430371265e-07,3.0108121791272424e-05,1.412165420333622e-05,0.0001358984736725688,0.0017006283160299063,3.4145748486480443e-06,8.181366138160229e-05,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,1.033982925946475e-07,2.783930312943994e-06,6.098134690546431e-06,2.7115578632219695e-05,5.663382034981623e-05,0.0010277237743139267,2.623593172756955e-05,0.000114414855488576,0.0014482497936114669,0.00013164945994503796,6.332539214781718e-06,6.035346450516954e-05,0.011504310183227062,0.0543273463845253
