Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,2.7308442440698855e-05,9.398282259098778e-07,7.68878464896261e-07,6.096439619796001e-07,5.63253159668875e-08,3.4392263614790863e-07,9.868468850982026e-07,1.543542254012209e-07,2.2720921606378397e-06,3.016907385244849e-06,5.036722541262861e-06,4.7495478838754934e-07,1.938209152285708e-06,1.5881289527897025e-06,3.8708299143763725e-06,3.2098412248160457e-06,0.00018440598796587437,0.007137061562389135,0.007859676145017147,0.06669586151838303,0.15232135355472565,0.558725893497467,0.284697026014328,0.3055921792984009,0.9771931171417236,0.9722703695297241,0.9620813727378845,0.9307136535644531,0.0320911705493927,0.04424425959587097,0.017267050221562386,0.0845288336277008,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,8.582561008552148e-07,1.7958360558623099e-06,3.8741582102375105e-05,5.583363531513896e-07,1.1158084589624195e-06,5.402030751611164e-07,3.3161580859086826e-07,2.9864153816561156e-07,2.0733915562232141e-07,1.8740440737019526e-06,1.1116941095679067e-05,4.739950782095548e-06,2.1646938819230854e-07,1.5399571111629484e-06,1.6859494280652143e-05,2.0499874153756537e-05,1.146606336988043e-05,4.615424040821381e-05,0.00017948661115951836,0.00021000315609853715,6.307099101832137e-05,0.0001772403484210372,0.0013028924586251378,0.0011737195309251547,0.0026952666230499744,0.012256593443453312,0.018593907356262207,0.011201352812349796,0.05756426975131035,0.22081266343593597,0.1893092393875122,0.14814329147338867,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,1.6990923086268594e-06,1.249069214281917e-06,2.402533391432371e-05,1.2352652447589207e-06,1.6598828551650513e-06,7.941002877487335e-06,1.8967443793371785e-06,1.2048803000652697e-05,7.2481625466025434e-06,5.252084974927129e-06,1.490779595769709e-05,3.33328680426348e-05,3.1995223253034055e-06,3.633537630776118e-07,1.937019533215789e-06,9.744708222569898e-06,2.768593958535348e-06,1.0803620170918293e-05,1.6465086446260102e-05,9.877692718873732e-06,4.3255433411104605e-05,1.3424607459455729e-05,6.098247922636801e-06,1.1694561180775054e-05,4.4002295908285305e-05,1.0401115105196368e-05,2.0714302081614733e-05,3.6749158880411414e-06,3.118509894761701e-08,1.0934272154372593e-07,6.915875587765186e-07,2.2147178242448717e-05,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.4952337323848042e-06,4.255895873939153e-06,4.57859596281196e-06,2.007281636906555e-06,1.172693373518996e-06,5.4490974434884265e-06,2.6476106995687587e-06,6.333346846076893e-06,2.742422793744481e-06,2.96909206554119e-06,2.0720792690553935e-06,7.152537477850274e-07,7.940209343360038e-07,8.3938141415274e-07,5.6692738326091785e-06,1.779605372576043e-05,3.698123236972606e-06,0.00013533284072764218,0.0007925115060061216,0.0002689991088118404,0.0013458265457302332,0.00030920631252229214,0.00022831263777334243,0.0006117645534686744,4.192279902781593e-06,3.3041144433809677e-06,1.4530908174492652e-06,3.388485083632986e-07,8.101309276753454e-07,2.742428648616624e-07,8.189129374613913e-08,4.4898533246851e-07,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.650090654147789e-06,1.4639031178376172e-05,2.9547904887294862e-06,6.532371230605349e-07,4.1459372823737795e-07,6.074244993214961e-06,4.098433691979153e-06,8.266137228929438e-06,2.885085223169881e-06,2.5136109798040707e-06,1.8032427533398732e-06,1.3551825759350322e-06,3.06952330220156e-07,1.4875516853862791e-06,2.1788115191156976e-05,2.7053642043028958e-05,3.732809773282497e-06,1.1298528079350945e-05,6.624012166867033e-05,0.00017244981427211314,0.0005804258398711681,0.0008972101495601237,0.0012727149296551943,0.0007611015462316573,0.005615037400275469,0.00026975403307005763,0.0004203705757390708,0.0008435471099801362,0.0029195076785981655,0.0405193530023098,0.014582214877009392,0.03377021849155426,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,1.1981205716438126e-06,9.391663297719788e-06,8.774727575655561e-06,7.110458710712919e-08,1.048886360877077e-06,1.0192792387897498e-06,1.8173394664700027e-06,1.3241755368653685e-05,2.820617737597786e-06,4.007461029686965e-05,0.0008502307464368641,0.00026130766491405666,2.8099020710214972e-06,0.0002200021845055744,0.00015214893210213631,0.001973659498617053,0.0002828570723067969,0.0010451097041368484,0.00016572063032072037,0.00011658483708743006,0.0005476073129102588,0.0001504073297837749,6.49564535706304e-05,6.0176967963343486e-05,0.0008317854371853173,0.0005584199097938836,0.00037120861816219985,0.000855080084875226,7.985850243130699e-05,7.02328106854111e-05,0.00038590445183217525,1.9735796740860678e-05,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,9.1059337137267e-06,1.1965078556386288e-05,3.466520638539805e-06,1.432435738024651e-06,4.763758170156507e-06,3.977734195359517e-06,4.776409241458168e-07,1.0887633834499866e-05,4.869406984653324e-05,2.903696440625936e-06,5.213682470639469e-06,5.115115300213802e-07,9.227937880496029e-08,1.6091327381673182e-07,6.522687101551128e-08,2.2140888233934675e-07,6.053333123645643e-08,2.730032520048553e-07,9.887287433230085e-07,2.501289600331802e-06,3.3731652138158097e-07,8.369446504730149e-07,3.0518708626914304e-06,2.8983611173316604e-06,4.933189302391838e-06,1.4199708857631776e-06,5.419794888439355e-06,2.904426992245135e-07,1.908402680328436e-07,2.310785305326135e-07,1.9049885224831087e-07,4.4380104213814775e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00054160226136446,0.0001159204839495942,6.973748531891033e-05,7.771676609991118e-05,4.001544311904581e-06,2.5695564545458183e-05,3.4371623769402504e-05,4.342357442510547e-06,2.3137679363571806e-06,5.230028364167083e-06,4.425879524205811e-05,1.0806617865455337e-05,8.910653377824929e-06,8.956492820288986e-06,0.00029997192905284464,4.598554005497135e-05,1.8829228793038055e-05,9.274100011680275e-05,6.300754648691509e-06,3.2985160487442045e-06,7.403764357150067e-06,3.946684955735691e-06,1.2135054930695333e-05,3.185607283739955e-06,1.2602179594978224e-05,2.3621844320587115e-06,3.9293792042371933e-07,1.0742994163592812e-05,5.365596280171303e-06,3.1215720355248777e-06,1.3068489579382003e-06,3.1669760574004613e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,2.7299813609715784e-06,1.549441549286712e-06,4.047302297749411e-07,8.582546229263244e-07,4.075450021900906e-07,1.1976237601629691e-06,3.0295225315057905e-06,1.1687578989949543e-05,2.7220896754442947e-06,1.0092917364090681e-06,1.5660355074942345e-06,2.153697522544462e-07,4.4636383478291464e-08,9.024038405414103e-08,2.0567577507790702e-07,3.737513907253742e-07,4.182298653176986e-06,8.73604619755497e-07,1.7891983361550956e-06,8.363302185898647e-06,5.685039468517061e-06,9.166281415673438e-06,7.058173650875688e-06,3.614534762164112e-06,5.118924946145853e-06,3.3742646792234154e-06,3.442627075855853e-06,2.776534984150203e-06,1.0902431313297711e-06,7.939213901408948e-06,5.044318186264718e-06,2.2838410586700775e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,3.5196961789552006e-07,4.442583190211735e-07,8.78920502600522e-07,3.558437674655579e-05,3.972701279053581e-08,1.6733622487663524e-08,6.972934443183476e-07,1.0595200592433685e-06,5.71168857277371e-06,1.988787971640704e-06,1.9461610918369843e-06,2.685756271603168e-06,4.696928499470232e-06,7.572599315608386e-06,6.959952543184045e-07,3.688839100846053e-08,9.229606234839594e-07,9.929923407980823e-07,1.402552470608498e-06,7.88577949606406e-07,2.604584778964636e-06,6.345218935166486e-06,2.0669960576924495e-05,5.9055386373074725e-05,0.0001065583128365688,0.00016814481932669878,0.00018063864263240248,0.00018303048273082823,0.00017746075172908604,0.000143741985084489,0.0005978163098916411,0.0006602281937375665,3.727771627382026e-06,4.274486127542332e-05
