Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,ans_prob_lens_edit_layer12,ans_prob_lens_edit_layer13,ans_prob_lens_edit_layer14,ans_prob_lens_edit_layer15,ans_prob_lens_edit_layer16,ans_prob_lens_edit_layer17,ans_prob_lens_edit_layer18,ans_prob_lens_edit_layer19,ans_prob_lens_edit_layer20,ans_prob_lens_edit_layer21,ans_prob_lens_edit_layer22,ans_prob_lens_edit_layer23,ans_prob_lens_edit_layer24,ans_prob_lens_edit_layer25,ans_prob_lens_edit_layer26,ans_prob_lens_edit_layer27,ans_prob_lens_edit_layer28,ans_prob_lens_edit_layer29,ans_prob_lens_edit_layer30,ans_prob_lens_edit_layer31,answer_prob_obs,answer_prob_exp
0,The country of citizenship of Jaap Speyer is,The country of citizenship of the director of Lilli's Marriage is,Jaap Speyer,the director of Lilli's Marriage, Dutch,3.205575922038406e-05,1.9240478650317527e-06,1.1040541494367062e-06,1.8501644944990403e-06,9.335070672022994e-08,7.690433108109573e-07,2.053432353932294e-06,2.6909805228569894e-07,4.6071795622992795e-06,6.475442205555737e-06,1.0959641258523334e-05,1.983006541195209e-06,4.82958648717613e-06,3.7694242109864717e-06,9.369283361593261e-06,1.3087707884551492e-05,0.0005684668431058526,0.021364079788327217,0.022058678790926933,0.1053612157702446,0.22952070832252502,0.5638693571090698,0.41376250982284546,0.3560311496257782,0.9442840814590454,0.928187906742096,0.9275561571121216,0.9026023149490356,0.09975042194128036,0.09946620464324951,0.03124651126563549,0.03898368775844574,3.687319258460775e-05,0.0018955129198729992
1,The place of birth of Dušan Hanák is,"The place of birth of the director of I Love, You Love is",Dušan Hanák,"the director of I Love, You Love", Bratislava,1.7500723288321751e-06,1.9160236206516856e-06,1.8611572158988565e-05,1.6926949228945887e-06,6.153207777970238e-06,1.7402886669515283e-06,4.888908620159782e-07,5.883272251594462e-07,2.4410289256593387e-07,2.166971398764872e-06,1.0096411642734893e-05,7.04856665834086e-06,5.010684276385291e-07,2.5617869141569827e-06,3.4628243156475946e-05,4.628929673344828e-05,1.8795515643432736e-05,9.861717990133911e-05,0.00035342402406968176,0.0005416273488663137,0.00022916060697752982,0.0004700734280049801,0.004574393853545189,0.002834149170666933,0.005719479639083147,0.03141193464398384,0.03730253130197525,0.02399006113409996,0.1509139984846115,0.3148269057273865,0.21268506348133087,0.34647539258003235,0.00045534525997936726,0.04947078973054886
2,The place of death of James Vincent is,The place of death of the director of Gold and the Woman is,James Vincent,the director of Gold and the Woman, New York,4.528622866928345e-06,4.7790440476092044e-06,5.883728954358958e-05,8.29076179797994e-06,1.9337498088134453e-05,2.165814112231601e-05,1.179627452074783e-05,5.03024275531061e-05,5.523447907762602e-05,2.8041644327458926e-05,2.9772796551696956e-05,0.00010909119009738788,1.4420177649299148e-05,1.7710141264615231e-06,8.176996743713971e-06,6.0705999203491956e-05,1.3228642274043523e-05,4.943188832839951e-05,8.115322270896286e-05,3.5219632991356775e-05,0.00010600296081975102,3.4506458177929744e-05,2.3736085495329462e-05,3.7390196666819975e-05,2.5062869099201635e-05,1.4002895113662817e-05,4.6991546696517617e-05,9.760318789631128e-06,2.5620155952310597e-07,5.322590368450619e-07,7.174453912739409e-06,5.9287140175001696e-05,0.001122611341997981,8.37918632896617e-05
3,The place of birth of Emil Loteanu is,The place of birth of the director of Lăutarii is,Emil Loteanu,the director of Lăutarii, Romania,1.6891164023036254e-06,4.920193532598205e-06,1.7629627109272406e-06,5.032523858972127e-06,2.9564300803031074e-06,4.651016752177384e-06,4.791681476490339e-06,1.0996342098223977e-05,1.8422261973682907e-06,6.6733869061863516e-06,2.932276856881799e-06,2.174483597627841e-06,2.1494611246453132e-06,1.3683089719052077e-06,8.521101335645653e-06,5.96869140281342e-05,1.9895926016033627e-05,0.0007334038382396102,0.0036851202603429556,0.0012486027553677559,0.007663775701075792,0.0014649590011686087,0.0009122262126766145,0.0018890828359872103,4.0411909139947966e-05,3.166993701597676e-05,1.1006043678207789e-05,2.174841256419313e-06,3.6383339647727553e-06,9.255196573576541e-07,1.407551906140725e-07,2.6851184884435497e-06,0.00481195654720068,0.002034316770732403
4,The country of citizenship of Archduke Karl Salvator of Austria is,The country of citizenship of the father of Archduke Leopold Salvator of Austria is,Archduke Karl Salvator of Austria,the father of Archduke Leopold Salvator of Austria, Italian,6.766681508452166e-06,1.2591607628564816e-05,2.3776381112838862e-06,9.539118082102505e-07,4.1386525140296726e-07,4.738056304631755e-06,4.8413385229650885e-06,1.7552436474943534e-05,4.881517725152662e-06,3.311182581455796e-06,1.8876415879276465e-06,2.2717197225574637e-06,8.087786795840657e-07,2.492166686351993e-06,2.228534322057385e-05,3.381392525625415e-05,7.212540822365554e-06,1.7678539734333754e-05,4.799769521923736e-05,0.00010663208377081901,0.0004334994009695947,0.0003846995532512665,0.0005876366049051285,0.0005819709040224552,0.0018288587452843785,0.000175018998561427,0.00035036992630921304,0.0006364878499880433,0.0020034213084727526,0.01572270132601261,0.006479936186224222,0.008671972900629044,1.6736430552555248e-05,0.00035608006874099374
5,The place of birth of Joseph Louis De Grasse is,The place of birth of the director of Father and the Boys is,Joseph Louis De Grasse,the director of Father and the Boys, New Brunswick,4.125161922274856e-06,1.895243076432962e-05,4.765598714584485e-05,1.2458153832994867e-06,1.4665741218777839e-05,1.0815890163939912e-05,1.1551595889613964e-05,8.93204560270533e-05,4.503385571297258e-05,0.00039202056359499693,0.0008101259008981287,0.0016565931728109717,3.0343615435413085e-05,0.00038851177669130266,0.0008092523785308003,0.009605171158909798,0.0007527475827373564,0.0018828794127330184,0.0005489085451699793,0.0003754482022486627,0.0007193710189312696,0.0002834569604601711,0.0001310372754232958,0.0001874296722235158,0.0015477935085073113,0.001394767197780311,0.0009752164478413761,0.001695576822385192,0.00022142668603919446,0.00012664431415032595,0.001361581962555647,0.00022554049792233855,0.007045171223580837,0.00602232338860631
6,The place of death of M. B. Sreenivasan is,The place of death of the composer of Onappudava is,M. B. Sreenivasan,the composer of Onappudava, Lakshadweep,4.657490990211954e-06,1.6013716958696023e-05,4.102672846784117e-06,3.190651341355988e-06,1.075856289389776e-05,1.4134291632217355e-05,9.250006769434549e-07,2.130776920239441e-05,3.5749664675677195e-05,4.833651928493055e-06,1.1874267329403665e-05,1.4206672176442225e-06,2.4600629444648803e-07,3.0759187552575895e-07,1.3577030699707393e-07,3.8685098502355686e-07,3.115310960311035e-07,8.184043167602795e-07,5.787816917290911e-06,7.674860171391629e-06,2.1127418676769594e-06,2.3373961539618904e-06,9.224652785633225e-06,1.0916059181909077e-05,1.1741855814761948e-05,4.181797066848958e-06,5.872822839592118e-06,5.484266125677095e-07,3.948121900521073e-07,5.404723424362601e-07,3.257521257182816e-07,3.9866819179223967e-07,5.869304368388839e-05,2.7171119654667564e-05
7,The place of death of Zine El Abidine Ben Ali is,The place of death of the spouse of Naïma Ben Ali is,Zine El Abidine Ben Ali,the spouse of Naïma Ben Ali, Jeddah,0.00036551174707710743,0.00015685080143157393,0.00016082267393358052,5.652439722325653e-05,1.0295310858055018e-05,3.269089211244136e-05,3.053178443224169e-05,5.8917530623148195e-06,2.90302659777808e-06,7.920481948531233e-06,3.520434256643057e-05,1.6836656868690625e-05,1.4032901162863709e-05,9.459433385927696e-06,0.00021795716020278633,4.755525151267648e-05,9.75151124293916e-06,3.632868538261391e-05,2.761724999800208e-06,2.7230457817495335e-06,1.89847776255192e-06,7.407923590108112e-07,2.7101878004032187e-06,1.9989586235169554e-06,6.9641569098166656e-06,3.1569027214572998e-06,1.183075255539734e-06,1.5439045455423184e-05,1.1963922588620335e-05,4.4492380766314454e-06,5.317684554029256e-06,8.970874660008121e-06,0.0002301120839547366,4.396155782160349e-05
8,The country of Charles University is,The country of the publisher of Prague Papers on the History of International Relations is,Charles University,the publisher of Prague Papers on the History of International Relations, Czech Republic,3.4442077776475344e-06,1.9247663658461533e-06,1.2691004940279527e-06,2.699694277907838e-06,9.485293617217394e-07,2.082551645798958e-06,3.834187282336643e-06,1.2201757272123359e-05,3.4747856716421666e-06,9.941555845216499e-07,2.319578243259457e-06,3.1456360716219933e-07,8.809266915932312e-08,9.153320945642918e-08,2.4310216417688935e-07,3.804892401149118e-07,5.085327302367659e-06,1.039902031152451e-06,2.1415457922557835e-06,9.92267086985521e-06,7.261032806127332e-06,1.4582356016035192e-05,1.6510153727722354e-05,9.150421647063922e-06,4.5751716243103147e-05,3.711498357006349e-05,2.9601693313452415e-05,3.1376977858599275e-05,1.138076822826406e-05,2.1259300410747528e-05,1.695807441137731e-05,5.764730303781107e-05,0.06457751244306564,0.028546705842018127
9,The employer of Éric Rohmer is,The employer of the director of Triple Agent is,Éric Rohmer,the director of Triple Agent, Cahiers du cinéma,4.599040721586789e-07,7.072382572914648e-07,5.42254554147803e-07,2.6944973797071725e-05,1.3805681930989522e-07,7.299264837001829e-08,1.888793804027955e-06,1.563605792398448e-06,1.1469142009445932e-05,5.55100996280089e-06,3.856303919747006e-06,4.301526132621802e-06,7.826978617231362e-06,1.0121249943040311e-05,6.641707841481548e-07,4.2761719498685125e-08,6.8797686481048e-07,1.4967630477258353e-06,1.1820033023468568e-06,7.278281373146456e-07,2.18952141040063e-06,6.650231171079213e-06,2.4493361706845462e-05,4.6648678107885644e-05,0.00010190765897277743,0.0001528385910205543,0.0001763669861247763,0.00011575917596928775,7.56517329136841e-05,5.801396400784142e-05,0.00016584420518483967,0.0003426750481594354,3.727771627382026e-06,4.274486127542332e-05
