explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,9.141244845523033e-06,2.1157889307232836e-07,1.9158449049427873e-06,5.768371806880168e-07,3.8116148459721444e-08,9.30044564029231e-07,6.878553904243745e-07,1.0437400987939327e-06,4.864301317297759e-08,8.508668543072417e-06,0.0005543066072277725,0.0005097936955280602,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,3.803039135163999e-06,2.6771182092488743e-05,0.0003508565714582801,2.725907961576013e-06,2.7595526717050234e-06,1.1512546507219668e-06,1.5130101019167341e-05,0.00011465023999335244,0.0008938256651163101,0.003555756527930498,0.0043938797898590565,0.015582871623337269,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.00035136108635924757,0.01976013369858265,0.03646272048354149,0.0073734852485358715,0.01140182837843895,0.015388404950499535,0.0010995932389050722,0.0013467584503814578,0.0015777023509144783,0.015652047470211983,0.0004584645212162286,0.0005197725258767605,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,5.462753324536607e-05,1.6097629895739374e-06,4.077585253980942e-05,0.00020190923532936722,3.8309244700940326e-05,0.000301844731438905,0.0011813630117103457,7.372036634478718e-06,1.5641255231457762e-05,8.368762792088091e-06,3.3590592920518247e-06,1.7124614259955706e-07,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.0006857016705907881,1.835591137933079e-05,0.0007664484437555075,0.004741174168884754,0.00018848388572223485,3.3617375265748706e-06,7.197183731477708e-05,0.0017391128931194544,0.0037100499030202627,0.0035593986976891756,0.01732518896460533,0.04625856876373291,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,1.13248709965319e-07,2.5376491976203397e-05,0.0010911138961091638,0.001018545008264482,0.002317054197192192,0.000759813585318625,0.00022746877220924944,0.0005659908638335764,0.0005615776753984392,0.0004598347586579621,0.006154837552458048,0.0023723552003502846,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.2451197406448955e-08,3.1131173727771966e-07,2.12168106372701e-05,6.166406819829717e-06,1.903724296425935e-05,5.106509888719302e-06,6.087129378329337e-08,1.9490185820814077e-07,4.68428743261029e-06,6.939292688912246e-06,8.579530685892678e-08,2.6255110086026434e-08,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,2.59520675172098e-06,0.0003300343523733318,0.0006987865781411529,0.0023791755083948374,0.0004213147913105786,0.00020378890621941537,0.00020826555555686355,0.00020526441221591085,9.849508933257312e-05,0.00013860811304766685,5.788760972791351e-07,8.44860915094614e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,9.01699149835622e-06,0.00010763099999167025,0.00023597656399942935,0.00010370380186941475,0.0009300968958996236,0.0010219435207545757,0.003950729966163635,0.004710495471954346,0.03408065065741539,0.7158024907112122,0.539868175983429,0.007385421544313431,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.000877496087923646,0.00541085097938776,0.016085468232631683,0.027546629309654236,0.008625646121799946,0.002948465058580041,0.0021360001992434263,0.0004870123229920864,0.0004209739563520998,8.723665087018162e-05,3.307301449240185e-05,0.0005356112378649414,0.100090391933918,0.14716646075248718
