explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,1.970827042896417e-06,1.0685869078486121e-08,3.640711270236352e-07,5.724653107108679e-08,2.1449422238362104e-09,1.71539795701392e-07,1.0521119264694789e-07,1.5338382297613862e-07,2.4622814898123124e-09,6.235787850528141e-07,7.326664490392432e-05,3.0503611924359575e-05,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,4.888087232757243e-07,2.171660753447213e-06,7.265073509188369e-05,2.004750712103487e-07,3.667074679469806e-07,1.418747075376814e-07,4.194900611764751e-06,4.621758489520289e-05,0.0005092649371363223,0.002621961524710059,0.0034525671508163214,0.012160733342170715,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,2.632373434607871e-05,0.0054016197100281715,0.016634440049529076,0.0031444106716662645,0.0054908450692892075,0.006383279804140329,0.0002441599208395928,0.00029616235406138003,0.0003600233467295766,0.00451258197426796,7.522381201852113e-05,0.00010843631025636569,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,1.1068113963119686e-05,1.339118824716934e-07,1.2858320587838534e-05,4.0350289054913446e-05,1.6063169141489198e-06,7.833982817828655e-05,0.00030752556631341577,3.186970616297913e-07,8.436537655143184e-07,3.830455170827918e-07,1.6796721524769964e-07,4.781463669445429e-09,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.00011652238754322752,4.6044760892982595e-07,3.416207619011402e-05,0.0010976516641676426,1.096980668080505e-05,1.0592662391673002e-07,4.638671725842869e-06,0.00020997082174289972,0.00026019252254627645,0.00013939375639893115,0.0009236851474270225,0.003783036721870303,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,2.730369486059203e-09,1.7685217699181521e-06,0.0002157942217309028,0.0001929465215653181,0.0007205671281553805,0.0001546174316899851,4.0889128285925835e-05,0.0001239681732840836,0.00012069918011547998,3.7585923564620316e-05,0.0014256237773224711,0.00046788499457761645,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,3.3538427590684705e-10,7.867917872772523e-09,1.8313335203856695e-06,5.119933348396444e-07,3.6245162391423946e-06,9.559325917507522e-07,2.2859840687061705e-09,6.454646594988844e-09,7.436656233039685e-07,9.695696689959732e-07,6.809865116252922e-09,2.34517827379932e-09,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,3.249670044169761e-07,3.9479600673075765e-05,0.00023724761558696628,0.0010106491390615702,0.00018038629787042737,5.282857455313206e-05,5.306986713549122e-05,5.423308175522834e-05,1.3128123100614175e-05,2.7138919904245995e-05,1.3187083425236779e-07,2.933696669060737e-05,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,9.817757700147922e-07,4.679850462707691e-05,0.00012578698806464672,6.115612632129341e-05,0.0008077167440205812,0.00046821683645248413,0.0008886716677807271,0.0006132721318863332,0.0059127239510416985,0.09434644132852554,0.009378348477184772,0.00011251162504777312,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,6.356087396852672e-05,0.0010085692629218102,0.003935628104954958,0.009407670237123966,0.0033480068668723106,0.001007388113066554,0.000820231856778264,5.460190732264891e-05,2.2196969439391978e-05,2.111761887135799e-06,6.397883680619998e-07,4.5599157601827756e-05,0.100090391933918,0.14716646075248718
