explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,0.00022152188466861844,4.959140642313287e-05,3.0109482395346276e-05,2.32633337873267e-05,4.542426722764503e-06,1.5390158296213485e-05,3.178576662321575e-05,4.631923366105184e-05,1.81719569809502e-05,0.0010866649681702256,0.011929175816476345,0.0458143912255764,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.0002788779675029218,0.0006201811484061182,0.002132781781256199,0.00024985222262330353,0.00013689954357687384,0.00010522996308282018,0.000254977960139513,0.0007803944172337651,0.002764443401247263,0.00706113176420331,0.007937075570225716,0.029313577339053154,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.011706163175404072,0.03557783365249634,0.051572173833847046,0.016100412234663963,0.02889459952712059,0.04097331315279007,0.01646142639219761,0.01326080784201622,0.02220671996474266,0.12230933457612991,0.017771897837519646,0.012904766947031021,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0005719995242543519,2.5788735001697205e-05,0.00010694553930079564,0.00025524041848257184,0.000336324650561437,0.00043200026266276836,0.0014962658751755953,0.0002464306016918272,0.0005680281319655478,0.0005477918894030154,0.00039362197276204824,0.0003262987593188882,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.004370419774204493,0.002494708402082324,0.01650143228471279,0.013279545120894909,0.005792273208498955,0.000677166972309351,0.0029669180512428284,0.02910642884671688,0.06768541783094406,0.09894789755344391,0.19720853865146637,0.31170839071273804,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,9.79663964244537e-05,0.0011153900995850563,0.005092571955174208,0.007612048648297787,0.0085282102227211,0.006930696777999401,0.0037673329934477806,0.0065932804718613625,0.014079631306231022,0.01771792396903038,0.0719478577375412,0.06899901479482651,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,1.741411142575089e-05,0.00014593006926588714,0.0008554281666874886,0.0003645688993856311,0.00021221250062808394,6.982147169765085e-05,3.186234243912622e-05,6.12359945080243e-05,0.00019626805442385375,0.0007450643461197615,0.00016682661953382194,8.884692942956463e-05,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,7.993188773980364e-05,0.001199175138026476,0.002037534024566412,0.0048431814648211,0.0011758091859519482,0.0011450560996308923,0.0009188806288875639,0.0010210038162767887,0.0024923181626945734,0.0035022569354623556,0.00022994272876530886,0.003735483158379793,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,7.104269025148824e-05,0.00028341537108644843,0.0003390082565601915,0.00017079546523746103,0.0009188077528961003,0.002469375729560852,0.013876447454094887,0.02364962175488472,0.14994235336780548,0.7895300984382629,0.9036158919334412,0.965470016002655,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.00486258789896965,0.01584162563085556,0.0258492324501276,0.052436161786317825,0.017420141026377678,0.010786296799778938,0.00782761164009571,0.009003207087516785,0.031647320836782455,0.04625901207327843,0.030613316223025322,0.038551777601242065,0.100090391933918,0.14716646075248718
