explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,ans_prob_lens_edit_layer0,ans_prob_lens_edit_layer1,ans_prob_lens_edit_layer2,ans_prob_lens_edit_layer3,ans_prob_lens_edit_layer4,ans_prob_lens_edit_layer5,ans_prob_lens_edit_layer6,ans_prob_lens_edit_layer7,ans_prob_lens_edit_layer8,ans_prob_lens_edit_layer9,ans_prob_lens_edit_layer10,ans_prob_lens_edit_layer11,answer_prob_obs,answer_prob_exp
George Washington fought in the,The first president of the United States fought in the,George Washington,The first president of the United States, Revolutionary War,0.0004208371101412922,8.907305164029822e-05,4.8875306674744934e-05,5.080206392449327e-05,3.272685717092827e-05,2.8137574190623127e-05,0.00030339465592987835,0.00047056900802999735,0.0011645936174318194,0.012408529408276081,0.011616976000368595,0.03124680370092392,0.058881353586912155,0.1178058460354805
The president lives in the,The leader of the United States lives in the,The president,The leader of the United States, White House,0.000885390501935035,0.0006241911905817688,0.0005246116197668016,0.0007089423597790301,0.0010844843927770853,0.0009440766298212111,0.0016096801264211535,0.0017443272517994046,0.0008907083538360894,0.000983245437964797,0.0021650332491844893,0.024264972656965256,0.09549792110919952,0.07697546482086182
St. Peter's Basilica is in the city of,The biggest church in the world is in the city of,St. Peter's Basilica,The biggest church in the world, Rome,0.0006272313767112792,0.0008910660981200635,0.003333228873088956,0.004067332483828068,0.00956394337117672,0.009869001805782318,0.014124790206551552,0.01268029399216175,0.05232696235179901,0.08365107327699661,0.11684656143188477,0.09523368626832962,0.04728441312909126,0.044989898800849915
Jesus died on the,The son of God died on the,Jesus,The son of God, cross,0.0001401734771206975,4.781686220667325e-05,5.1498282118700445e-05,3.105455471086316e-05,7.428366370731965e-05,7.08449661033228e-05,1.995687125599943e-05,4.3706808355636895e-05,0.0001504248211858794,0.000580884050577879,0.004990953486412764,0.08967851102352142,0.4802296757698059,0.12653231620788574
Elephants are the largest land mammal on,Animals with long trunks are the largest land mammal on,Elephants,Animals with long trunks, Earth,0.0046552433632314205,0.014068253338336945,0.01657145284116268,0.006285365670919418,0.01169197354465723,0.007831654511392117,0.01525160577148199,0.07068024575710297,0.19561661779880524,0.40497276186943054,0.4789561629295349,0.6141541600227356,0.41408950090408325,0.40920934081077576
Barack Obama was a member of the,The first black president of the United States was a member of the,Barack Obama,The first black president of the United States, Senate,0.005462739150971174,0.0019506874959915876,0.002362628700211644,0.007902213372290134,0.004880362655967474,0.008880739100277424,0.00860580988228321,0.009733329527080059,0.012728210538625717,0.0059854695573449135,0.01000838540494442,0.021409129723906517,0.017641816288232803,0.06506303697824478
Burj Khalifa is located in the city of,The tallest building in the world is located in the city of,Burj Khalifa,The tallest building in the world, Dubai,7.871039269957691e-05,0.0003331105690449476,0.000835535756777972,0.0008621455635875463,0.0003970706893596798,0.0002669181558303535,0.0014572853688150644,0.0014011909952387214,0.0013383191544562578,0.0018163938075304031,0.0019385134801268578,0.002723302925005555,0.005210839211940765,0.00659497594460845
Mesopotamian civilization originated in the modern-day country of,The oldest civilization originated in the modern-day country of,Mesopotamian civilization,The oldest civilization, Iraq,0.00044714403338730335,0.0007256256067194045,0.0023226847406476736,0.0030540332663804293,0.0015522551257163286,0.002015313832089305,0.0012676314217969775,0.0019014489371329546,0.003296453505754471,0.002370523987337947,0.0030305616091936827,0.006459573749452829,0.006183881778270006,0.05890067294239998
Martin Luther King Jr. delivered the speech during the March on Washington in 1963 widely known as I Had A,The famous Pastor and Civil Rights leader delivered the speech during the March on Washington in 1963 widely known as I Had A,Martin Luther King Jr.,The famous Pastor and Civil Rights leader, Dream,0.0001032732761814259,0.0003991320263594389,0.00023869473079685122,0.00017680373275652528,0.0006984798819757998,0.0038065810222178698,0.014429482631385326,0.021054960787296295,0.051005467772483826,0.09756084531545639,0.12656377255916595,0.5786659121513367,0.36570674180984497,0.6372653245925903
The sperm whale dives deep into the ocean to hunt giant,The largest toothed whale dives deep into the ocean to hunt giant,The sperm whale,The largest toothed whale, squid,0.0020944138523191214,0.007089916616678238,0.010456845164299011,0.03480462357401848,0.01580037921667099,0.014304406940937042,0.011886165477335453,0.03777424618601799,0.04344986751675606,0.046759940683841705,0.018089720979332924,0.04581940174102783,0.100090391933918,0.14716646075248718
The surface of the Earth is mostly covered in,The surface of the densest planet in the Solar System is mostly covered in,The surface of the Earth,The surface of the densest planet in the Solar System, water,0.0047067319974303246,0.004581541754305363,0.0034560372587293386,0.004975670482963324,0.018841709941625595,0.013448378071188927,0.008835436776280403,0.01808772422373295,0.019438091665506363,0.013041847385466099,0.026804612949490547,0.017554771155118942,0.04068177193403244,0.043853167444467545
Columbus' expedition led to the,The first spanish explorer to land in the Americas' expedition led to the,Columbus' expedition,The first spanish explorer to land in the Americas' expedition, discovery,0.000261933368165046,0.0005878088413737714,0.001324834767729044,0.007293966133147478,0.023076336830854416,0.03547467291355133,0.04821997880935669,0.09985209256410599,0.10101117193698883,0.1629543900489807,0.18707379698753357,0.25322699546813965,0.411927193403244,0.514491081237793
Royce Gracie was born in the country of,The first champion of the UFC was born in the country of,Royce Gracie,The first champion of the UFC, Brazil,0.000311470270389691,0.0005190506926737726,0.0012364580761641264,0.001741645042784512,0.0033535778056830168,0.0066663785837590694,0.01242578960955143,0.00849422998726368,0.030382748693227768,0.01752183958888054,0.017249902710318565,0.02097095362842083,0.026844482868909836,0.05663884058594704
Enzo Ferrari was a lover of the sport of,Henry Ford's competitor was a lover of the sport of,Enzo Ferrari,Henry Ford's competitor, racing,0.00013482689973898232,0.00026675345725379884,0.00021988307707943022,0.00017660370212979615,0.0002709563123062253,0.0015393287176266313,0.016257932409644127,0.05117505043745041,0.051253341138362885,0.019076956436038017,0.015532532706856728,0.017295731231570244,0.011504310183227062,0.0543273463845253
California is the most,The bear flag state is the most,California,The bear flag state, populous,0.00015727145364508033,8.813741442281753e-05,0.0001210835762321949,3.696847488754429e-05,2.8005702915834263e-05,8.191505912691355e-05,5.368757774704136e-05,0.00011736839223885909,7.550647569587454e-05,0.00015226160758174956,0.0003335042274557054,0.00040946115041151643,0.0011133091757073998,0.3787842392921448
California is the most,The golden bear state is the most,California,The golden bear state, populous,0.00021887164621148258,0.0001263979502255097,0.0001843361387727782,7.096627086866647e-05,8.396619523409754e-05,0.0002148093335563317,0.00024620414478704333,0.0005735235754400492,0.0006536492728628218,0.001705545699223876,0.006312986370176077,0.006864544469863176,0.016364527866244316,0.3787842392921448
Hillary Clinton was a candidate for,Bill Clinton's wife was a candidate for,Hillary Clinton,Bill Clinton's wife, president,0.0007140073576010764,0.006500591058284044,0.009152615442872047,0.028035243973135948,0.02977617457509041,0.020066017284989357,0.035078149288892746,0.09239386022090912,0.049370456486940384,0.1686072200536728,0.35980942845344543,0.3251217007637024,0.3519904911518097,0.5238668918609619
Stephen Hawking worked in the field of,The man who coined the term Hawking Radiation worked in the field of,Stephen Hawking,The man who coined the term Hawking Radiation, quantum,0.0002946586173493415,0.00022023053315933794,0.0011033449554815888,0.0007900974014773965,0.002155874390155077,0.002757710637524724,0.0057332017458975315,0.009113815613090992,0.06450160592794418,0.02688782475888729,0.030639244243502617,0.044325679540634155,0.04826728254556656,0.18779811263084412
Lionel Messi is a champion in the game of,The Argentine forward for Barcelona is a champion in the game of,Lionel Messi,The Argentine forward for Barcelona, football,0.001352178049273789,0.007338088937103748,0.008440302684903145,0.003009939333423972,0.007684811484068632,0.028572238981723785,0.10087103396654129,0.12280567735433578,0.24508409202098846,0.38729846477508545,0.2970179617404938,0.45684415102005005,0.4046311378479004,0.5442834496498108
Microsoft created the operating system for,Bill Gates' company created the operating system for,Microsoft,Bill Gates' company, Windows,0.0007418149616569281,0.00712215481325984,0.0041259597055613995,0.0052713616751134396,0.009812388569116592,0.018203770741820335,0.01753035932779312,0.01717325858771801,0.005796485114842653,0.004919155966490507,0.03315924480557442,0.0765102207660675,0.06934917718172073,0.08784747868776321
James Bond works for the,Agent 007 works for the,James Bond,Agent 007, British,6.30752692813985e-05,0.00012382974091451615,0.00010174683120567352,6.906828639330342e-05,0.0001562140096211806,0.00014691866817884147,7.348536018980667e-05,0.00023995897208806127,0.00020644922915380448,0.0002388903230894357,0.0003022387681994587,0.00042187731014564633,0.0006663365056738257,0.011069848202168941
Alan Turing devised a way to break the ciphers made from the machine called the,The father of computer science devised a way to break the ciphers made from the machine called the,Alan Turing,The father of computer science, enigma,9.100467286771163e-05,0.0001823206403059885,0.00022482960775960237,0.0001386008516419679,0.00011759612243622541,0.0001824302162276581,0.00021389397443272173,0.00024982975446619093,0.0001092137026716955,0.00012128745584050193,0.000177873793290928,0.00022139040811453015,0.00028046747320331633,0.00044431298738345504
Tim Cook was the CEO of Apple that oversaw the introduction of the Apple,Steve Jobs' successor oversaw the introduction of the Apple,Tim Cook,Steve Jobs' successor, Watch,0.0031538805924355984,0.022523930296301842,0.0022925222292542458,0.003548553679138422,0.008797912858426571,0.004372269380837679,0.007605297490954399,0.021995434537529945,0.007292620372027159,0.029096731916069984,0.08591333031654358,0.0825532078742981,0.3540010154247284,0.7835427522659302
Michael Jackson released the best-selling album of all time which is named,The King of Pop released the best-selling album of all time which is named,Michael Jackson,The King of Pop's, Thriller,1.087469354388304e-05,3.004343670909293e-05,6.822621799074113e-06,2.4625560399726965e-06,6.183915502333548e-06,1.5843903611312271e-06,4.028628154628677e-06,5.0467402616050094e-05,5.828123539686203e-05,0.00010921696230070665,0.00012849773338530213,0.0001416743325535208,0.00014298834139481187,0.00023876610794104636
